-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,WS50M
2001,7,11,10.16
2001,7,12,12.05
2001,7,13,10.97
2001,7,14,14.15
2001,7,15,14.4
2001,7,16,19.27
2001,7,17,14.31
2001,7,18,11.4
2001,7,19,10.67
2001,7,20,9.58
2001,7,21,7.14
2001,7,22,9.12
2001,7,23,8.56
2001,7,24,8.74
2001,7,25,7.37
2001,7,26,8.2
2001,7,27,9.2
2001,7,28,11.77
2001,7,29,20.65
2001,7,30,8.62
2001,7,31,8.25
2001,8,1,9.06
2001,8,2,10.32
2001,8,3,9.93
2001,8,4,5.77
2001,8,5,6.37
2001,8,6,9.96
2001,8,7,11.22
2001,8,8,15.3
2001,8,9,10.07
2001,8,10,7.46
2001,8,11,8.76
2001,8,12,9.5
2001,8,13,7.99
2001,8,14,7.67
2001,8,15,7.95
2001,8,16,9.17
2001,8,17,8.35
2001,8,18,5.84
2001,8,19,8.35
2001,8,20,8.2
2001,8,21,12.78
2001,8,22,21.62
2001,8,23,26.93
2001,8,24,28.84
2001,8,25,9.74
2001,8,26,6.27
2001,8,27,10.18
2001,8,28,22.89
2001,8,29,12.36
2001,8,30,6.41
2001,8,31,8.67
2001,9,1,10.67
2001,9,2,7.43
2001,9,3,9.91
2001,9,4,10.46
2001,9,5,11.1
2001,9,6,10.01
2001,9,7,8.72
2001,9,8,8.78
2001,9,9,16.99
2001,9,10,9.17
2001,9,11,11.19
2001,9,12,9.46
2001,9,13,7.65
2001,9,14,5.48
2001,9,15,5.29
2001,9,16,3.9
2001,9,17,5.95
2001,9,18,8.2
2001,9,19,11.93
2001,9,20,8.42
2001,9,21,7.11
2001,9,22,5.89
2001,9,23,5.96
2001,9,24,6.0
2001,9,25,8.17
2001,9,26,4.75
2001,9,27,17.33
2001,9,28,12.61
2001,9,29,13.74
2001,9,30,8.4
2001,10,1,10.11
2001,10,2,16.66
2001,10,3,10.01
2001,10,4,7.72
2001,10,5,8.56
2001,10,6,8.53
2001,10,7,9.17
2001,10,8,7.27
2001,10,9,6.63
2001,10,10,12.36
2001,10,11,10.24
2001,10,12,3.91
2001,10,13,10.23
2001,10,14,13.17
2001,10,15,4.84
2001,10,16,9.78
2001,10,17,8.58
2001,10,18,7.82
2001,10,19,8.95
2001,10,20,23.89
2001,10,21,15.44
2001,10,22,11.51
2001,10,23,14.87
2001,10,24,10.23
2001,10,25,10.55
2001,10,26,6.97
2001,10,27,4.26
2001,10,28,8.0
2001,10,29,8.88
2001,10,30,14.24
2001,10,31,10.49
2001,11,1,9.17
2001,11,2,9.2
2001,11,3,13.02
2001,11,4,10.6
2001,11,5,14.4
2001,11,6,18.95
2001,11,7,8.2
2001,11,8,7.4
2001,11,9,5.06
2001,11,10,5.31
2001,11,11,8.39
2001,11,12,5.26
2001,11,13,5.28
2001,11,14,13.89
2001,11,15,27.14
2001,11,16,28.58
2001,11,17,17.47
2001,11,18,14.19
2001,11,19,17.0
2001,11,20,10.11
2001,11,21,12.03
2001,11,22,8.67
2001,11,23,8.14
2001,11,24,8.63
2001,11,25,4.79
2001,11,26,8.85
2001,11,27,12.15
2001,11,28,17.81
2001,11,29,9.73
2001,11,30,4.26
2001,12,1,7.33
2001,12,2,4.3
2001,12,3,6.83
2001,12,4,25.93
2001,12,5,13.47
2001,12,6,7.42
2001,12,7,6.52
2001,12,8,11.97
2001,12,9,13.8
2001,12,10,3.26
2001,12,11,7.5
2001,12,12,12.99
2001,12,13,17.56
2001,12,14,13.38
2001,12,15,11.36
2001,12,16,4.3
2001,12,17,16.07
2001,12,18,6.99
2001,12,19,11.51
2001,12,20,9.68
2001,12,21,11.56
2001,12,22,17.6
2001,12,23,14.25
2001,12,24,4.29
2001,12,25,3.97
2001,12,26,6.99
2001,12,27,4.87
2001,12,28,14.28
2001,12,29,7.67
2001,12,30,8.77
2001,12,31,9.49
2002,1,1,8.58
2002,1,2,8.55
2002,1,3,6.28
2002,1,4,7.9
2002,1,5,5.96
2002,1,6,5.69
2002,1,7,5.19
2002,1,8,4.43
2002,1,9,6.05
2002,1,10,6.37
2002,1,11,5.8
2002,1,12,9.15
2002,1,13,5.84
2002,1,14,7.0
2002,1,15,8.4
2002,1,16,5.71
2002,1,17,7.92
2002,1,18,6.13
2002,1,19,7.22
2002,1,20,7.0
2002,1,21,5.27
2002,1,22,10.2
2002,1,23,15.08
2002,1,24,11.5
2002,1,25,13.18
2002,1,26,8.92
2002,1,27,4.48
2002,1,28,6.35
2002,1,29,5.25
2002,1,30,5.76
2002,1,31,12.19
2002,2,1,5.86
2002,2,2,5.67
2002,2,3,12.13
2002,2,4,6.54
2002,2,5,3.82
2002,2,6,5.45
2002,2,7,17.36
2002,2,8,12.02
2002,2,9,9.96
2002,2,10,8.81
2002,2,11,7.64
2002,2,12,7.31
2002,2,13,15.22
2002,2,14,8.25
2002,2,15,7.64
2002,2,16,6.99
2002,2,17,9.43
2002,2,18,12.21
2002,2,19,15.51
2002,2,20,10.53
2002,2,21,6.22
2002,2,22,6.93
2002,2,23,9.71
2002,2,24,7.12
2002,2,25,9.37
2002,2,26,13.25
2002,2,27,9.11
2002,2,28,7.5
2002,3,1,8.36
2002,3,2,10.76
2002,3,3,7.18
2002,3,4,10.64
2002,3,5,7.04
2002,3,6,8.96
2002,3,7,5.87
2002,3,8,9.3
2002,3,9,9.19
2002,3,10,7.07
2002,3,11,7.48
2002,3,12,15.77
2002,3,13,13.7
2002,3,14,10.59
2002,3,15,10.35
2002,3,16,12.36
2002,3,17,14.31
2002,3,18,21.0
2002,3,19,16.12
2002,3,20,11.97
2002,3,21,12.8
2002,3,22,15.57
2002,3,23,15.22
2002,3,24,7.3
2002,3,25,6.27
2002,3,26,12.93
2002,3,27,16.6
2002,3,28,11.89
2002,3,29,7.28
2002,3,30,9.47
2002,3,31,9.45
2002,4,1,10.65
2002,4,2,9.88
2002,4,3,7.85
2002,4,4,5.88
2002,4,5,11.42
2002,4,6,8.77
2002,4,7,9.09
2002,4,8,10.33
2002,4,9,10.79
2002,4,10,4.89
2002,4,11,8.6
2002,4,12,6.92
2002,4,13,6.9
2002,4,14,5.98
2002,4,15,11.02
2002,4,16,9.02
2002,4,17,11.01
2002,4,18,6.7
2002,4,19,9.15
2002,4,20,10.85
2002,4,21,23.77
2002,4,22,18.54
2002,4,23,9.52
2002,4,24,4.87
2002,4,25,6.78
2002,4,26,8.4
2002,4,27,9.5
2002,4,28,5.38
2002,4,29,8.15
2002,4,30,10.86
2002,5,1,9.72
2002,5,2,8.66
2002,5,3,8.86
2002,5,4,21.93
2002,5,5,19.19
2002,5,6,13.16
2002,5,7,8.73
2002,5,8,8.84
2002,5,9,7.31
2002,5,10,8.66
2002,5,11,12.15
2002,5,12,15.49
2002,5,13,10.42
2002,5,14,9.6
2002,5,15,6.16
2002,5,16,6.84
2002,5,17,8.35
2002,5,18,17.82
2002,5,19,12.42
2002,5,20,13.32
2002,5,21,8.56
2002,5,22,10.94
2002,5,23,7.41
2002,5,24,12.47
2002,5,25,14.28
2002,5,26,22.77
2002,5,27,12.02
2002,5,28,11.12
2002,5,29,7.47
2002,5,30,9.0
2002,5,31,11.96
2002,6,1,11.44
2002,6,2,14.79
2002,6,3,10.11
2002,6,4,6.99
2002,6,5,14.85
2002,6,6,9.74
2002,6,7,8.52
2002,6,8,7.97
2002,6,9,8.46
2002,6,10,10.49
2002,6,11,11.65
2002,6,12,8.83
2002,6,13,7.81
2002,6,14,12.59
2002,6,15,18.88
2002,6,16,6.92
2002,6,17,10.14
2002,6,18,15.12
2002,6,19,15.39
2002,6,20,15.76
2002,6,21,16.56
2002,6,22,15.52
2002,6,23,6.98
2002,6,24,6.9
2002,6,25,14.24
2002,6,26,7.91
2002,6,27,6.33
2002,6,28,5.74
2002,6,29,13.32
2002,6,30,13.85
2002,7,1,12.27
2002,7,2,10.06
2002,7,3,10.52
2002,7,4,9.67
2002,7,5,10.02
2002,7,6,8.95
2002,7,7,9.63
2002,7,8,8.84
2002,7,9,7.84
2002,7,10,9.19
2002,7,11,8.93
2002,7,12,12.24
2002,7,13,10.5
2002,7,14,7.75
2002,7,15,9.97
2002,7,16,20.15
2002,7,17,11.47
2002,7,18,7.8
2002,7,19,9.12
2002,7,20,8.97
2002,7,21,7.76
2002,7,22,13.05
2002,7,23,11.8
2002,7,24,7.77
2002,7,25,16.24
2002,7,26,16.21
2002,7,27,10.51
2002,7,28,10.57
2002,7,29,22.14
2002,7,30,12.17
2002,7,31,17.33
2002,8,1,9.02
2002,8,2,8.68
2002,8,3,14.82
2002,8,4,17.95
2002,8,5,3.95
2002,8,6,7.37
2002,8,7,6.76
2002,8,8,9.79
2002,8,9,9.47
2002,8,10,11.12
2002,8,11,17.49
2002,8,12,11.4
2002,8,13,10.25
2002,8,14,10.6
2002,8,15,11.26
2002,8,16,9.38
2002,8,17,8.81
2002,8,18,7.11
2002,8,19,5.41
2002,8,20,6.75
2002,8,21,5.63
2002,8,22,9.34
2002,8,23,7.52
2002,8,24,7.77
2002,8,25,8.71
2002,8,26,11.94
2002,8,27,7.28
2002,8,28,10.11
2002,8,29,5.7
2002,8,30,9.85
2002,8,31,6.23
2002,9,1,6.92
2002,9,2,13.38
2002,9,3,18.94
2002,9,4,16.63
2002,9,5,22.2
2002,9,6,15.91
2002,9,7,6.44
2002,9,8,10.57
2002,9,9,10.25
2002,9,10,12.51
2002,9,11,8.13
2002,9,12,10.11
2002,9,13,9.86
2002,9,14,8.01
2002,9,15,8.54
2002,9,16,13.11
2002,9,17,14.21
2002,9,18,16.8
2002,9,19,8.51
2002,9,20,9.22
2002,9,21,17.98
2002,9,22,19.09
2002,9,23,22.21
2002,9,24,17.9
2002,9,25,13.35
2002,9,26,7.11
2002,9,27,7.75
2002,9,28,9.27
2002,9,29,17.68
2002,9,30,9.31
2002,10,1,6.85
2002,10,2,8.93
2002,10,3,10.45
2002,10,4,9.06
2002,10,5,18.8
2002,10,6,26.82
2002,10,7,20.17
2002,10,8,14.6
2002,10,9,4.45
2002,10,10,7.37
2002,10,11,10.03
2002,10,12,8.39
2002,10,13,7.32
2002,10,14,7.57
2002,10,15,7.66
2002,10,16,9.66
2002,10,17,9.43
2002,10,18,9.96
2002,10,19,13.16
2002,10,20,24.15
2002,10,21,12.23
2002,10,22,10.09
2002,10,23,11.81
2002,10,24,7.79
2002,10,25,8.6
2002,10,26,8.66
2002,10,27,12.02
2002,10,28,11.76
2002,10,29,9.38
2002,10,30,10.46
2002,10,31,15.76
2002,11,1,12.49
2002,11,2,11.07
2002,11,3,9.02
2002,11,4,7.49
2002,11,5,7.8
2002,11,6,9.07
2002,11,7,10.74
2002,11,8,9.51
2002,11,9,8.93
2002,11,10,7.37
2002,11,11,10.86
2002,11,12,7.24
2002,11,13,8.27
2002,11,14,12.81
2002,11,15,10.97
2002,11,16,6.9
2002,11,17,5.15
2002,11,18,10.59
2002,11,19,9.77
2002,11,20,6.06
2002,11,21,10.78
2002,11,22,14.05
2002,11,23,3.56
2002,11,24,6.4
2002,11,25,3.45
2002,11,26,4.21
2002,11,27,4.92
2002,11,28,4.56
2002,11,29,8.68
2002,11,30,14.09
2002,12,1,8.69
2002,12,2,4.15
2002,12,3,3.89
2002,12,4,3.13
2002,12,5,12.0
2002,12,6,17.92
2002,12,7,15.23
2002,12,8,5.56
2002,12,9,15.12
2002,12,10,15.69
2002,12,11,4.61
2002,12,12,10.08
2002,12,13,10.81
2002,12,14,3.94
2002,12,15,4.17
2002,12,16,2.57
2002,12,17,4.94
2002,12,18,7.92
2002,12,19,11.89
2002,12,20,18.9
2002,12,21,20.49
2002,12,22,15.58
2002,12,23,9.54
2002,12,24,3.77
2002,12,25,2.76
2002,12,26,2.1
2002,12,27,3.76
2002,12,28,8.33
2002,12,29,4.06
2002,12,30,3.97
2002,12,31,6.24
2003,1,1,8.39
2003,1,2,9.74
2003,1,3,10.7
2003,1,4,7.53
2003,1,5,5.41
2003,1,6,5.17
2003,1,7,6.1
2003,1,8,4.81
2003,1,9,5.48
2003,1,10,5.36
2003,1,11,10.3
2003,1,12,14.5
2003,1,13,10.11
2003,1,14,7.4
2003,1,15,9.12
2003,1,16,6.12
2003,1,17,9.81
2003,1,18,15.4
2003,1,19,7.93
2003,1,20,4.05
2003,1,21,10.34
2003,1,22,17.55
2003,1,23,14.08
2003,1,24,13.56
2003,1,25,7.76
2003,1,26,5.02
2003,1,27,12.66
2003,1,28,22.74
2003,1,29,10.18
2003,1,30,2.56
2003,1,31,4.72
2003,2,1,8.84
2003,2,2,8.41
2003,2,3,15.81
2003,2,4,10.63
2003,2,5,6.04
2003,2,6,5.02
2003,2,7,8.06
2003,2,8,13.04
2003,2,9,10.66
2003,2,10,4.1
2003,2,11,5.2
2003,2,12,6.37
2003,2,13,7.06
2003,2,14,8.95
2003,2,15,7.5
2003,2,16,7.96
2003,2,17,6.58
2003,2,18,8.83
2003,2,19,8.37
2003,2,20,6.46
2003,2,21,10.32
2003,2,22,7.66
2003,2,23,6.06
2003,2,24,6.26
2003,2,25,8.87
2003,2,26,13.68
2003,2,27,12.81
2003,2,28,18.95
2003,3,1,15.42
2003,3,2,10.57
2003,3,3,9.88
2003,3,4,6.63
2003,3,5,7.18
2003,3,6,5.16
2003,3,7,6.44
2003,3,8,10.77
2003,3,9,11.3
2003,3,10,11.09
2003,3,11,10.8
2003,3,12,8.15
2003,3,13,7.77
2003,3,14,8.43
2003,3,15,15.74
2003,3,16,23.77
2003,3,17,23.48
2003,3,18,11.47
2003,3,19,8.31
2003,3,20,8.64
2003,3,21,6.27
2003,3,22,9.87
2003,3,23,9.13
2003,3,24,8.19
2003,3,25,8.07
2003,3,26,6.47
2003,3,27,13.1
2003,3,28,11.74
2003,3,29,6.99
2003,3,30,8.28
2003,3,31,9.68
2003,4,1,9.5
2003,4,2,9.81
2003,4,3,10.05
2003,4,4,14.64
2003,4,5,13.35
2003,4,6,9.24
2003,4,7,9.21
2003,4,8,8.38
2003,4,9,9.98
2003,4,10,8.85
2003,4,11,8.69
2003,4,12,13.94
2003,4,13,26.77
2003,4,14,10.95
2003,4,15,7.56
2003,4,16,11.4
2003,4,17,10.73
2003,4,18,12.09
2003,4,19,8.95
2003,4,20,12.03
2003,4,21,9.17
2003,4,22,10.56
2003,4,23,8.95
2003,4,24,8.05
2003,4,25,8.5
2003,4,26,10.66
2003,4,27,11.78
2003,4,28,9.57
2003,4,29,7.89
2003,4,30,6.98
2003,5,1,7.74
2003,5,2,10.41
2003,5,3,15.17
2003,5,4,9.65
2003,5,5,10.87
2003,5,6,14.57
2003,5,7,16.5
2003,5,8,11.74
2003,5,9,8.22
2003,5,10,10.09
2003,5,11,8.09
2003,5,12,15.0
2003,5,13,19.66
2003,5,14,6.75
2003,5,15,9.37
2003,5,16,9.6
2003,5,17,10.13
2003,5,18,12.57
2003,5,19,10.34
2003,5,20,8.72
2003,5,21,11.25
2003,5,22,10.14
2003,5,23,11.14
2003,5,24,9.48
2003,5,25,9.9
2003,5,26,8.13
2003,5,27,8.79
2003,5,28,8.53
2003,5,29,10.53
2003,5,30,11.14
2003,5,31,18.54
2003,6,1,15.04
2003,6,2,14.34
2003,6,3,8.63
2003,6,4,9.31
2003,6,5,10.28
2003,6,6,9.23
2003,6,7,9.45
2003,6,8,10.94
2003,6,9,18.14
2003,6,10,11.01
2003,6,11,13.96
2003,6,12,14.68
2003,6,13,10.12
2003,6,14,10.73
2003,6,15,8.76
2003,6,16,15.15
2003,6,17,23.07
2003,6,18,21.68
2003,6,19,18.94
2003,6,20,8.97
2003,6,21,10.14
2003,6,22,11.79
2003,6,23,12.49
2003,6,24,23.5
2003,6,25,14.08
2003,6,26,14.16
2003,6,27,11.19
2003,6,28,11.11
2003,6,29,8.15
2003,6,30,9.03
2003,7,1,10.37
2003,7,2,10.61
2003,7,3,11.48
2003,7,4,9.66
2003,7,5,18.27
2003,7,6,29.67
2003,7,7,14.9
2003,7,8,11.71
2003,7,9,8.09
2003,7,10,8.87
2003,7,11,10.73
2003,7,12,11.7
2003,7,13,14.76
2003,7,14,8.6
2003,7,15,8.11
2003,7,16,7.28
2003,7,17,8.17
2003,7,18,11.1
2003,7,19,9.9
2003,7,20,10.93
2003,7,21,18.56
2003,7,22,11.46
2003,7,23,7.5
2003,7,24,19.84
2003,7,25,18.68
2003,7,26,6.43
2003,7,27,5.87
2003,7,28,5.18
2003,7,29,12.06
2003,7,30,4.17
2003,7,31,7.84
2003,8,1,6.67
2003,8,2,9.96
2003,8,3,9.14
2003,8,4,10.26
2003,8,5,8.43
2003,8,6,7.55
2003,8,7,8.87
2003,8,8,11.45
2003,8,9,8.1
2003,8,10,8.68
2003,8,11,7.53
2003,8,12,7.17
2003,8,13,8.75
2003,8,14,8.9
2003,8,15,18.78
2003,8,16,28.23
2003,8,17,20.58
2003,8,18,17.69
2003,8,19,13.09
2003,8,20,13.71
2003,8,21,12.54
2003,8,22,10.97
2003,8,23,9.47
2003,8,24,7.82
2003,8,25,8.48
2003,8,26,10.07
2003,8,27,8.36
2003,8,28,17.97
2003,8,29,19.87
2003,8,30,24.81
2003,8,31,15.2
2003,9,1,8.15
2003,9,2,20.5
2003,9,3,33.5
2003,9,4,18.16
2003,9,5,8.85
2003,9,6,12.01
2003,9,7,10.07
2003,9,8,8.06
2003,9,9,10.58
2003,9,10,9.87
2003,9,11,14.6
2003,9,12,10.65
2003,9,13,11.43
2003,9,14,7.34
2003,9,15,8.83
2003,9,16,10.19
2003,9,17,10.4
2003,9,18,7.53
2003,9,19,8.03
2003,9,20,13.81
2003,9,21,8.68
2003,9,22,17.01
2003,9,23,13.8
2003,9,24,16.86
2003,9,25,7.2
2003,9,26,14.08
2003,9,27,8.0
2003,9,28,10.96
2003,9,29,24.87
2003,9,30,20.13
2003,10,1,12.78
2003,10,2,8.44
2003,10,3,8.48
2003,10,4,6.76
2003,10,5,6.91
2003,10,6,7.03
2003,10,7,7.72
2003,10,8,6.54
2003,10,9,7.45
2003,10,10,11.64
2003,10,11,11.39
2003,10,12,13.36
2003,10,13,15.98
2003,10,14,14.46
2003,10,15,9.23
2003,10,16,12.62
2003,10,17,11.16
2003,10,18,6.64
2003,10,19,14.6
2003,10,20,12.08
2003,10,21,8.36
2003,10,22,14.7
2003,10,23,8.13
2003,10,24,10.73
2003,10,25,7.22
2003,10,26,7.72
2003,10,27,9.35
2003,10,28,14.38
2003,10,29,15.55
2003,10,30,12.97
2003,10,31,14.88
2003,11,1,11.19
2003,11,2,10.02
2003,11,3,6.76
2003,11,4,11.52
2003,11,5,14.94
2003,11,6,10.2
2003,11,7,10.45
2003,11,8,8.46
2003,11,9,5.96
2003,11,10,2.95
2003,11,11,10.61
2003,11,12,10.92
2003,11,13,5.73
2003,11,14,8.51
2003,11,15,7.06
2003,11,16,19.94
2003,11,17,7.58
2003,11,18,16.86
2003,11,19,8.98
2003,11,20,8.93
2003,11,21,9.41
2003,11,22,10.57
2003,11,23,11.04
2003,11,24,5.42
2003,11,25,4.36
2003,11,26,5.83
2003,11,27,8.61
2003,11,28,10.82
2003,11,29,7.2
2003,11,30,6.56
2003,12,1,10.64
2003,12,2,16.97
2003,12,3,11.79
2003,12,4,15.72
2003,12,5,15.52
2003,12,6,11.13
2003,12,7,22.68
2003,12,8,23.59
2003,12,9,13.48
2003,12,10,11.1
2003,12,11,4.74
2003,12,12,4.61
2003,12,13,4.89
2003,12,14,7.17
2003,12,15,12.42
2003,12,16,15.33
2003,12,17,15.75
2003,12,18,13.22
2003,12,19,14.14
2003,12,20,17.88
2003,12,21,19.02
2003,12,22,9.68
2003,12,23,8.54
2003,12,24,6.13
2003,12,25,4.84
2003,12,26,10.0
2003,12,27,9.52
2003,12,28,7.07
2003,12,29,9.49
2003,12,30,9.55
2003,12,31,4.95
2004,1,1,5.25
2004,1,2,10.91
2004,1,3,5.91
2004,1,4,10.23
2004,1,5,11.23
2004,1,6,8.2
2004,1,7,2.49
2004,1,8,6.9
2004,1,9,8.9
2004,1,10,4.4
2004,1,11,3.41
2004,1,12,5.89
2004,1,13,4.29
2004,1,14,1.94
2004,1,15,1.42
2004,1,16,5.69
2004,1,17,15.11
2004,1,18,19.61
2004,1,19,17.98
2004,1,20,8.41
2004,1,21,3.22
2004,1,22,4.92
2004,1,23,14.53
2004,1,24,14.38
2004,1,25,7.42
2004,1,26,4.72
2004,1,27,5.83
2004,1,28,6.63
2004,1,29,5.24
2004,1,30,9.06
2004,1,31,6.03
2004,2,1,8.62
2004,2,2,9.67
2004,2,3,16.49
2004,2,4,7.17
2004,2,5,5.53
2004,2,6,2.36
2004,2,7,8.35
2004,2,8,9.29
2004,2,9,7.95
2004,2,10,10.19
2004,2,11,13.72
2004,2,12,11.29
2004,2,13,6.34
2004,2,14,6.7
2004,2,15,6.8
2004,2,16,8.7
2004,2,17,13.18
2004,2,18,3.81
2004,2,19,11.88
2004,2,20,21.61
2004,2,21,14.06
2004,2,22,12.11
2004,2,23,9.85
2004,2,24,15.36
2004,2,25,10.18
2004,2,26,8.19
2004,2,27,9.12
2004,2,28,9.6
2004,2,29,7.05
2004,3,1,10.92
2004,3,2,10.48
2004,3,3,19.36
2004,3,4,11.78
2004,3,5,8.35
2004,3,6,20.32
2004,3,7,7.67
2004,3,8,8.35
2004,3,9,9.26
2004,3,10,9.28
2004,3,11,12.44
2004,3,12,6.94
2004,3,13,10.45
2004,3,14,22.68
2004,3,15,19.84
2004,3,16,13.71
2004,3,17,10.15
2004,3,18,9.04
2004,3,19,9.17
2004,3,20,9.07
2004,3,21,9.68
2004,3,22,7.77
2004,3,23,7.21
2004,3,24,10.74
2004,3,25,11.4
2004,3,26,11.59
2004,3,27,10.86
2004,3,28,7.57
2004,3,29,9.75
2004,3,30,10.06
2004,3,31,7.96
2004,4,1,8.56
2004,4,2,7.19
2004,4,3,10.99
2004,4,4,9.18
2004,4,5,10.44
2004,4,6,10.47
2004,4,7,13.34
2004,4,8,12.68
2004,4,9,6.31
2004,4,10,9.77
2004,4,11,14.02
2004,4,12,22.27
2004,4,13,22.21
2004,4,14,12.13
2004,4,15,8.49
2004,4,16,6.2
2004,4,17,11.28
2004,4,18,8.43
2004,4,19,7.48
2004,4,20,8.52
2004,4,21,8.52
2004,4,22,10.18
2004,4,23,13.87
2004,4,24,11.48
2004,4,25,9.42
2004,4,26,10.58
2004,4,27,9.34
2004,4,28,9.76
2004,4,29,12.99
2004,4,30,10.28
2004,5,1,8.82
2004,5,2,15.06
2004,5,3,9.85
2004,5,4,12.46
2004,5,5,24.84
2004,5,6,10.02
2004,5,7,11.35
2004,5,8,16.16
2004,5,9,11.44
2004,5,10,10.11
2004,5,11,7.39
2004,5,12,8.82
2004,5,13,8.6
2004,5,14,19.98
2004,5,15,17.03
2004,5,16,10.62
2004,5,17,6.54
2004,5,18,7.85
2004,5,19,6.69
2004,5,20,12.16
2004,5,21,13.03
2004,5,22,15.49
2004,5,23,13.1
2004,5,24,8.0
2004,5,25,8.16
2004,5,26,7.72
2004,5,27,7.47
2004,5,28,7.91
2004,5,29,13.77
2004,5,30,12.32
2004,5,31,9.87
2004,6,1,10.62
2004,6,2,8.29
2004,6,3,9.38
2004,6,4,10.91
2004,6,5,10.36
2004,6,6,7.55
2004,6,7,7.72
2004,6,8,9.62
2004,6,9,15.74
2004,6,10,12.08
2004,6,11,9.88
2004,6,12,10.74
2004,6,13,11.36
2004,6,14,10.35
2004,6,15,12.21
2004,6,16,20.39
2004,6,17,15.62
2004,6,18,23.91
2004,6,19,9.36
2004,6,20,7.7
2004,6,21,8.96
2004,6,22,8.71
2004,6,23,9.91
2004,6,24,9.08
2004,6,25,12.13
2004,6,26,8.16
2004,6,27,8.92
2004,6,28,9.81
2004,6,29,6.76
2004,6,30,9.65
2004,7,1,9.09
2004,7,2,4.09
2004,7,3,9.01
2004,7,4,22.55
2004,7,5,17.95
2004,7,6,9.26
2004,7,7,8.99
2004,7,8,10.03
2004,7,9,5.39
2004,7,10,10.75
2004,7,11,8.11
2004,7,12,7.14
2004,7,13,9.12
2004,7,14,7.69
2004,7,15,9.68
2004,7,16,3.85
2004,7,17,5.32
2004,7,18,5.59
2004,7,19,6.45
2004,7,20,16.91
2004,7,21,14.5
2004,7,22,5.72
2004,7,23,7.08
2004,7,24,17.88
2004,7,25,19.65
2004,7,26,13.65
2004,7,27,17.26
2004,7,28,16.11
2004,7,29,7.69
2004,7,30,7.47
2004,7,31,11.55
2004,8,1,14.73
2004,8,2,14.76
2004,8,3,11.92
2004,8,4,11.31
2004,8,5,9.11
2004,8,6,11.28
2004,8,7,10.62
2004,8,8,12.5
2004,8,9,10.38
2004,8,10,6.96
2004,8,11,7.54
2004,8,12,10.48
2004,8,13,4.62
2004,8,14,8.38
2004,8,15,12.01
2004,8,16,13.26
2004,8,17,14.72
2004,8,18,18.42
2004,8,19,14.94
2004,8,20,5.83
2004,8,21,13.23
2004,8,22,15.62
2004,8,23,11.09
2004,8,24,9.72
2004,8,25,22.26
2004,8,26,27.54
2004,8,27,10.73
2004,8,28,8.64
2004,8,29,5.67
2004,8,30,10.16
2004,8,31,15.97
2004,9,1,18.47
2004,9,2,9.87
2004,9,3,10.55
2004,9,4,14.28
2004,9,5,13.65
2004,9,6,8.88
2004,9,7,7.41
2004,9,8,14.13
2004,9,9,8.57
2004,9,10,9.77
2004,9,11,8.17
2004,9,12,7.19
2004,9,13,4.81
2004,9,14,15.42
2004,9,15,8.95
2004,9,16,9.31
2004,9,17,8.9
2004,9,18,6.14
2004,9,19,11.19
2004,9,20,24.21
2004,9,21,11.02
2004,9,22,8.19
2004,9,23,8.59
2004,9,24,8.17
2004,9,25,6.46
2004,9,26,10.51
2004,9,27,12.77
2004,9,28,6.81
2004,9,29,6.6
2004,9,30,7.83
2004,10,1,10.19
2004,10,2,6.8
2004,10,3,8.12
2004,10,4,9.49
2004,10,5,11.5
2004,10,6,10.32
2004,10,7,10.69
2004,10,8,9.44
2004,10,9,13.4
2004,10,10,7.75
2004,10,11,9.62
2004,10,12,9.42
2004,10,13,13.16
2004,10,14,11.4
2004,10,15,9.16
2004,10,16,6.94
2004,10,17,13.0
2004,10,18,20.78
2004,10,19,17.48
2004,10,20,6.87
2004,10,21,6.67
2004,10,22,6.61
2004,10,23,17.58
2004,10,24,8.82
2004,10,25,6.33
2004,10,26,9.9
2004,10,27,18.1
2004,10,28,8.57
2004,10,29,10.65
2004,10,30,6.03
2004,10,31,16.36
2004,11,1,9.38
2004,11,2,8.47
2004,11,3,16.17
2004,11,4,7.45
2004,11,5,8.05
2004,11,6,16.71
2004,11,7,15.48
2004,11,8,18.73
2004,11,9,14.24
2004,11,10,10.2
2004,11,11,8.13
2004,11,12,8.84
2004,11,13,4.9
2004,11,14,5.95
2004,11,15,11.03
2004,11,16,22.71
2004,11,17,19.45
2004,11,18,19.18
2004,11,19,16.8
2004,11,20,10.67
2004,11,21,10.35
2004,11,22,7.9
2004,11,23,8.74
2004,11,24,15.03
2004,11,25,24.94
2004,11,26,16.46
2004,11,27,17.96
2004,11,28,20.39
2004,11,29,23.27
2004,11,30,13.77
2004,12,1,19.34
2004,12,2,23.69
2004,12,3,21.46
2004,12,4,15.21
2004,12,5,11.03
2004,12,6,9.39
2004,12,7,7.66
2004,12,8,10.36
2004,12,9,11.85
2004,12,10,14.57
2004,12,11,6.04
2004,12,12,5.29
2004,12,13,6.95
