-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,RH2M
2001,4,8,84.27
2001,4,9,92.22
2001,4,10,87.77
2001,4,11,68.44
2001,4,12,77.02
2001,4,13,70.38
2001,4,14,82.52
2001,4,15,80.74
2001,4,16,70.92
2001,4,17,80.12
2001,4,18,79.79
2001,4,19,75.2
2001,4,20,87.78
2001,4,21,77.61
2001,4,22,65.04
2001,4,23,79.71
2001,4,24,94.05
2001,4,25,89.42
2001,4,26,91.11
2001,4,27,74.33
2001,4,28,61.83
2001,4,29,77.66
2001,4,30,78.07
2001,5,1,72.12
2001,5,2,68.55
2001,5,3,69.57
2001,5,4,79.17
2001,5,5,96.99
2001,5,6,93.67
2001,5,7,77.35
2001,5,8,77.5
2001,5,9,68.67
2001,5,10,64.18
2001,5,11,69.07
2001,5,12,68.21
2001,5,13,71.48
2001,5,14,72.14
2001,5,15,67.26
2001,5,16,72.85
2001,5,17,72.27
2001,5,18,71.81
2001,5,19,67.66
2001,5,20,72.24
2001,5,21,65.51
2001,5,22,68.37
2001,5,23,76.61
2001,5,24,90.55
2001,5,25,75.18
2001,5,26,68.39
2001,5,27,73.52
2001,5,28,70.28
2001,5,29,60.62
2001,5,30,68.93
2001,5,31,73.04
2001,6,1,78.25
2001,6,2,84.8
2001,6,3,66.43
2001,6,4,78.02
2001,6,5,86.38
2001,6,6,76.91
2001,6,7,67.27
2001,6,8,71.19
2001,6,9,68.79
2001,6,10,56.12
2001,6,11,55.94
2001,6,12,50.06
2001,6,13,55.37
2001,6,14,69.56
2001,6,15,93.49
2001,6,16,98.36
2001,6,17,93.19
2001,6,18,69.36
2001,6,19,78.01
2001,6,20,76.49
2001,6,21,79.34
2001,6,22,80.85
2001,6,23,77.69
2001,6,24,84.92
2001,6,25,83.44
2001,6,26,63.22
2001,6,27,53.74
2001,6,28,59.55
2001,6,29,59.39
2001,6,30,62.95
2001,7,1,70.11
2001,7,2,81.26
2001,7,3,75.56
2001,7,4,72.67
2001,7,5,82.14
2001,7,6,89.01
2001,7,7,79.9
2001,7,8,67.44
2001,7,9,71.12
2001,7,10,69.59
2001,7,11,66.75
2001,7,12,65.6
2001,7,13,67.86
2001,7,14,71.76
2001,7,15,66.15
2001,7,16,64.72
2001,7,17,67.42
2001,7,18,66.16
2001,7,19,66.86
2001,7,20,69.28
2001,7,21,65.11
2001,7,22,72.44
2001,7,23,60.53
2001,7,24,74.62
2001,7,25,82.98
2001,7,26,93.29
2001,7,27,97.23
2001,7,28,91.92
2001,7,29,71.34
2001,7,30,57.16
2001,7,31,85.09
2001,8,1,87.43
2001,8,2,85.02
2001,8,3,89.3
2001,8,4,93.84
2001,8,5,94.98
2001,8,6,94.05
2001,8,7,79.29
2001,8,8,75.03
2001,8,9,77.78
2001,8,10,63.04
2001,8,11,77.34
2001,8,12,83.53
2001,8,13,69.76
2001,8,14,74.61
2001,8,15,94.57
2001,8,16,97.55
2001,8,17,89.79
2001,8,18,80.37
2001,8,19,68.42
2001,8,20,78.01
2001,8,21,90.14
2001,8,22,71.87
2001,8,23,61.25
2001,8,24,50.4
2001,8,25,65.71
2001,8,26,64.91
2001,8,27,80.25
2001,8,28,72.2
2001,8,29,72.86
2001,8,30,80.75
2001,8,31,82.56
2001,9,1,86.44
2001,9,2,69.92
2001,9,3,77.42
2001,9,4,69.21
2001,9,5,73.57
2001,9,6,73.54
2001,9,7,69.45
2001,9,8,67.04
2001,9,9,70.23
2001,9,10,71.62
2001,9,11,76.01
2001,9,12,71.73
2001,9,13,73.63
2001,9,14,79.91
2001,9,15,83.64
2001,9,16,80.82
2001,9,17,88.15
2001,9,18,90.79
2001,9,19,82.87
2001,9,20,78.22
2001,9,21,80.43
2001,9,22,74.95
2001,9,23,85.95
2001,9,24,80.95
2001,9,25,88.09
2001,9,26,82.37
2001,9,27,79.81
2001,9,28,68.08
2001,9,29,70.36
2001,9,30,68.95
2001,10,1,75.58
2001,10,2,61.73
2001,10,3,69.01
2001,10,4,77.39
2001,10,5,72.64
2001,10,6,58.28
2001,10,7,59.4
2001,10,8,61.12
2001,10,9,72.4
2001,10,10,78.21
2001,10,11,71.8
2001,10,12,77.11
2001,10,13,84.95
2001,10,14,71.56
2001,10,15,72.64
2001,10,16,74.76
2001,10,17,69.44
2001,10,18,71.13
2001,10,19,75.1
2001,10,20,63.66
2001,10,21,62.79
2001,10,22,66.96
2001,10,23,69.13
2001,10,24,65.09
2001,10,25,65.31
2001,10,26,63.93
2001,10,27,62.53
2001,10,28,66.65
2001,10,29,64.86
2001,10,30,58.54
2001,10,31,55.76
2001,11,1,60.2
2001,11,2,61.98
2001,11,3,64.46
2001,11,4,66.98
2001,11,5,71.36
2001,11,6,60.74
2001,11,7,69.81
2001,11,8,71.64
2001,11,9,67.66
2001,11,10,59.65
2001,11,11,68.38
2001,11,12,69.67
2001,11,13,75.98
2001,11,14,76.38
2001,11,15,65.34
2001,11,16,52.79
2001,11,17,59.55
2001,11,18,69.03
2001,11,19,60.29
2001,11,20,64.92
2001,11,21,67.2
2001,11,22,64.25
2001,11,23,69.57
2001,11,24,75.23
2001,11,25,61.87
2001,11,26,70.08
2001,11,27,90.04
2001,11,28,76.32
2001,11,29,93.66
2001,11,30,89.77
2001,12,1,67.4
2001,12,2,68.1
2001,12,3,85.64
2001,12,4,78.81
2001,12,5,91.15
2001,12,6,92.58
2001,12,7,70.94
2001,12,8,65.3
2001,12,9,61.58
2001,12,10,69.03
2001,12,11,92.23
2001,12,12,78.33
2001,12,13,63.48
2001,12,14,71.64
2001,12,15,71.34
2001,12,16,79.53
2001,12,17,85.6
2001,12,18,92.14
2001,12,19,89.98
2001,12,20,86.5
2001,12,21,93.25
2001,12,22,82.97
2001,12,23,85.22
2001,12,24,94.57
2001,12,25,80.36
2001,12,26,82.95
2001,12,27,85.51
2001,12,28,84.46
2001,12,29,71.64
2001,12,30,77.13
2001,12,31,68.63
2002,1,1,70.57
2002,1,2,73.21
2002,1,3,69.56
2002,1,4,69.64
2002,1,5,73.21
2002,1,6,78.7
2002,1,7,74.73
2002,1,8,75.85
2002,1,9,72.39
2002,1,10,70.14
2002,1,11,77.53
2002,1,12,83.72
2002,1,13,74.26
2002,1,14,69.54
2002,1,15,72.35
2002,1,16,69.49
2002,1,17,72.51
2002,1,18,69.87
2002,1,19,59.62
2002,1,20,65.53
2002,1,21,62.73
2002,1,22,69.53
2002,1,23,69.4
2002,1,24,68.91
2002,1,25,61.96
2002,1,26,69.84
2002,1,27,64.69
2002,1,28,69.6
2002,1,29,67.75
2002,1,30,79.75
2002,1,31,73.37
2002,2,1,61.17
2002,2,2,60.42
2002,2,3,76.34
2002,2,4,68.23
2002,2,5,68.63
2002,2,6,70.13
2002,2,7,76.54
2002,2,8,63.5
2002,2,9,69.13
2002,2,10,69.92
2002,2,11,63.54
2002,2,12,62.88
2002,2,13,77.01
2002,2,14,70.97
2002,2,15,58.8
2002,2,16,68.05
2002,2,17,61.19
2002,2,18,65.65
2002,2,19,66.03
2002,2,20,59.97
2002,2,21,58.27
2002,2,22,61.48
2002,2,23,70.93
2002,2,24,70.98
2002,2,25,75.28
2002,2,26,72.55
2002,2,27,69.16
2002,2,28,63.8
2002,3,1,66.96
2002,3,2,75.21
2002,3,3,73.63
2002,3,4,69.59
2002,3,5,64.12
2002,3,6,77.9
2002,3,7,74.52
2002,3,8,78.94
2002,3,9,72.84
2002,3,10,69.61
2002,3,11,66.63
2002,3,12,73.75
2002,3,13,67.34
2002,3,14,66.22
2002,3,15,64.04
2002,3,16,74.22
2002,3,17,72.06
2002,3,18,72.53
2002,3,19,74.97
2002,3,20,73.77
2002,3,21,67.81
2002,3,22,63.68
2002,3,23,73.04
2002,3,24,70.86
2002,3,25,80.28
2002,3,26,84.38
2002,3,27,67.72
2002,3,28,67.29
2002,3,29,71.39
2002,3,30,64.38
2002,3,31,60.71
2002,4,1,65.24
2002,4,2,65.34
2002,4,3,53.35
2002,4,4,69.93
2002,4,5,76.52
2002,4,6,70.21
2002,4,7,74.04
2002,4,8,69.74
2002,4,9,60.03
2002,4,10,59.39
2002,4,11,70.45
2002,4,12,61.47
2002,4,13,65.72
2002,4,14,62.43
2002,4,15,77.83
2002,4,16,71.08
2002,4,17,80.44
2002,4,18,75.89
2002,4,19,76.32
2002,4,20,83.17
2002,4,21,72.3
2002,4,22,69.62
2002,4,23,74.96
2002,4,24,77.68
2002,4,25,79.44
2002,4,26,70.92
2002,4,27,65.79
2002,4,28,71.44
2002,4,29,71.64
2002,4,30,78.62
2002,5,1,77.69
2002,5,2,71.49
2002,5,3,69.91
2002,5,4,79.17
2002,5,5,70.37
2002,5,6,83.49
2002,5,7,76.34
2002,5,8,82.47
2002,5,9,75.49
2002,5,10,79.38
2002,5,11,75.01
2002,5,12,73.15
2002,5,13,74.48
2002,5,14,75.02
2002,5,15,76.06
2002,5,16,80.75
2002,5,17,82.35
2002,5,18,74.33
2002,5,19,66.92
2002,5,20,54.0
2002,5,21,72.08
2002,5,22,78.29
2002,5,23,74.26
2002,5,24,71.48
2002,5,25,70.4
2002,5,26,63.21
2002,5,27,68.22
2002,5,28,65.0
2002,5,29,60.52
2002,5,30,70.7
2002,5,31,72.4
2002,6,1,80.58
2002,6,2,80.55
2002,6,3,74.84
2002,6,4,76.98
2002,6,5,73.25
2002,6,6,65.31
2002,6,7,78.14
2002,6,8,80.68
2002,6,9,76.38
2002,6,10,68.94
2002,6,11,68.75
2002,6,12,58.26
2002,6,13,64.1
2002,6,14,77.04
2002,6,15,64.18
2002,6,16,70.81
2002,6,17,81.09
2002,6,18,77.13
2002,6,19,70.89
2002,6,20,70.4
2002,6,21,68.71
2002,6,22,73.51
2002,6,23,77.73
2002,6,24,83.44
2002,6,25,79.98
2002,6,26,87.95
2002,6,27,89.81
2002,6,28,82.98
2002,6,29,80.97
2002,6,30,68.78
2002,7,1,67.55
2002,7,2,66.13
2002,7,3,56.07
2002,7,4,66.31
2002,7,5,71.08
2002,7,6,77.21
2002,7,7,71.69
2002,7,8,74.21
2002,7,9,69.02
2002,7,10,72.9
2002,7,11,73.62
2002,7,12,71.58
2002,7,13,73.56
2002,7,14,75.65
2002,7,15,71.86
2002,7,16,78.77
2002,7,17,73.86
2002,7,18,72.27
2002,7,19,90.33
2002,7,20,84.84
2002,7,21,73.07
2002,7,22,87.59
2002,7,23,78.67
2002,7,24,72.89
2002,7,25,79.75
2002,7,26,68.84
2002,7,27,69.17
2002,7,28,87.07
2002,7,29,73.29
2002,7,30,74.33
2002,7,31,71.15
2002,8,1,73.08
2002,8,2,83.62
2002,8,3,84.96
2002,8,4,68.73
2002,8,5,77.4
2002,8,6,82.73
2002,8,7,87.0
2002,8,8,85.18
2002,8,9,72.99
2002,8,10,69.02
2002,8,11,73.28
2002,8,12,84.99
2002,8,13,88.4
2002,8,14,77.21
2002,8,15,71.99
2002,8,16,64.24
2002,8,17,64.51
2002,8,18,75.68
2002,8,19,83.27
2002,8,20,82.49
2002,8,21,87.79
2002,8,22,94.78
2002,8,23,87.89
2002,8,24,81.2
2002,8,25,88.68
2002,8,26,80.84
2002,8,27,77.08
2002,8,28,73.37
2002,8,29,80.78
2002,8,30,77.33
2002,8,31,85.78
2002,9,1,71.79
2002,9,2,73.73
2002,9,3,65.43
2002,9,4,80.55
2002,9,5,76.28
2002,9,6,81.13
2002,9,7,83.33
2002,9,8,74.29
2002,9,9,71.67
2002,9,10,64.9
2002,9,11,69.06
2002,9,12,75.28
2002,9,13,76.04
2002,9,14,74.51
2002,9,15,67.34
2002,9,16,79.87
2002,9,17,74.04
2002,9,18,69.86
2002,9,19,72.75
2002,9,20,72.31
2002,9,21,68.31
2002,9,22,73.19
2002,9,23,71.04
2002,9,24,68.23
2002,9,25,70.17
2002,9,26,68.98
2002,9,27,72.52
2002,9,28,67.53
2002,9,29,70.64
2002,9,30,72.31
2002,10,1,75.08
2002,10,2,77.63
2002,10,3,68.34
2002,10,4,72.99
2002,10,5,68.53
2002,10,6,64.35
2002,10,7,67.27
2002,10,8,76.53
2002,10,9,79.11
2002,10,10,76.84
2002,10,11,69.64
2002,10,12,66.93
2002,10,13,69.76
2002,10,14,65.63
2002,10,15,68.62
2002,10,16,68.72
2002,10,17,71.18
2002,10,18,70.95
2002,10,19,70.13
2002,10,20,65.53
2002,10,21,61.58
2002,10,22,71.29
2002,10,23,69.52
2002,10,24,68.95
2002,10,25,73.87
2002,10,26,68.21
2002,10,27,66.92
2002,10,28,68.85
2002,10,29,69.77
2002,10,30,71.84
2002,10,31,65.04
2002,11,1,66.55
2002,11,2,69.1
2002,11,3,65.7
2002,11,4,64.12
2002,11,5,69.39
2002,11,6,67.55
2002,11,7,67.15
2002,11,8,72.44
2002,11,9,83.15
2002,11,10,77.24
2002,11,11,65.07
2002,11,12,65.04
2002,11,13,68.26
2002,11,14,82.83
2002,11,15,68.83
2002,11,16,65.79
2002,11,17,64.88
2002,11,18,66.8
2002,11,19,66.55
2002,11,20,63.78
2002,11,21,70.23
2002,11,22,65.33
2002,11,23,66.45
2002,11,24,69.59
2002,11,25,63.49
2002,11,26,67.67
2002,11,27,68.8
2002,11,28,63.96
2002,11,29,69.89
2002,11,30,67.05
2002,12,1,60.22
2002,12,2,71.95
2002,12,3,72.82
2002,12,4,67.06
2002,12,5,74.33
2002,12,6,70.16
2002,12,7,66.38
2002,12,8,66.9
2002,12,9,73.62
2002,12,10,75.2
2002,12,11,73.91
2002,12,12,71.68
2002,12,13,69.77
2002,12,14,63.75
2002,12,15,67.45
2002,12,16,68.76
2002,12,17,68.92
2002,12,18,61.22
2002,12,19,61.3
2002,12,20,49.91
2002,12,21,66.91
2002,12,22,83.12
2002,12,23,65.02
2002,12,24,65.62
2002,12,25,77.92
2002,12,26,80.13
2002,12,27,75.5
2002,12,28,73.74
2002,12,29,69.07
2002,12,30,70.35
2002,12,31,75.48
2003,1,1,80.32
2003,1,2,86.42
2003,1,3,79.13
2003,1,4,79.72
2003,1,5,80.5
2003,1,6,83.59
2003,1,7,76.82
2003,1,8,74.61
2003,1,9,74.38
2003,1,10,82.0
2003,1,11,81.99
2003,1,12,65.64
2003,1,13,61.78
2003,1,14,64.72
2003,1,15,72.08
2003,1,16,75.63
2003,1,17,81.09
2003,1,18,76.34
2003,1,19,74.11
2003,1,20,66.67
2003,1,21,72.78
2003,1,22,83.31
2003,1,23,68.76
2003,1,24,65.25
2003,1,25,69.13
2003,1,26,63.36
2003,1,27,72.39
2003,1,28,77.37
2003,1,29,81.0
2003,1,30,83.62
2003,1,31,93.77
2003,2,1,79.37
2003,2,2,70.02
2003,2,3,68.76
2003,2,4,72.11
2003,2,5,76.77
2003,2,6,79.88
2003,2,7,84.58
2003,2,8,79.8
2003,2,9,73.2
2003,2,10,67.35
2003,2,11,70.59
2003,2,12,71.22
2003,2,13,71.81
2003,2,14,74.35
2003,2,15,72.96
2003,2,16,73.0
2003,2,17,59.25
2003,2,18,69.92
2003,2,19,71.4
2003,2,20,67.31
2003,2,21,70.22
2003,2,22,73.6
2003,2,23,69.5
2003,2,24,63.91
2003,2,25,78.41
2003,2,26,74.48
2003,2,27,63.02
2003,2,28,63.4
2003,3,1,79.58
2003,3,2,78.99
2003,3,3,72.46
2003,3,4,67.31
2003,3,5,70.0
2003,3,6,62.96
2003,3,7,68.32
2003,3,8,73.47
2003,3,9,69.08
2003,3,10,77.84
2003,3,11,73.12
2003,3,12,74.36
2003,3,13,78.69
2003,3,14,76.64
2003,3,15,83.12
2003,3,16,78.77
2003,3,17,72.71
2003,3,18,85.21
2003,3,19,82.3
2003,3,20,73.89
2003,3,21,78.38
2003,3,22,84.68
2003,3,23,78.75
2003,3,24,79.89
2003,3,25,76.75
2003,3,26,72.27
2003,3,27,86.99
2003,3,28,84.46
2003,3,29,80.88
2003,3,30,85.84
2003,3,31,83.53
2003,4,1,75.13
2003,4,2,74.64
2003,4,3,76.94
2003,4,4,70.97
2003,4,5,67.49
2003,4,6,70.99
2003,4,7,82.59
2003,4,8,72.19
2003,4,9,89.6
2003,4,10,87.59
2003,4,11,82.84
2003,4,12,87.11
2003,4,13,74.56
2003,4,14,59.22
2003,4,15,67.83
2003,4,16,82.14
2003,4,17,82.38
2003,4,18,80.5
2003,4,19,68.98
2003,4,20,77.14
2003,4,21,74.47
2003,4,22,68.03
2003,4,23,79.86
2003,4,24,86.22
2003,4,25,82.85
2003,4,26,75.54
2003,4,27,74.01
2003,4,28,78.67
2003,4,29,85.23
2003,4,30,86.1
2003,5,1,89.43
2003,5,2,75.68
2003,5,3,68.35
2003,5,4,67.74
2003,5,5,90.59
2003,5,6,84.85
2003,5,7,73.96
2003,5,8,60.84
2003,5,9,61.73
2003,5,10,84.8
2003,5,11,81.77
2003,5,12,93.97
2003,5,13,75.22
2003,5,14,71.16
2003,5,15,83.91
2003,5,16,91.56
2003,5,17,81.25
2003,5,18,79.03
2003,5,19,67.79
2003,5,20,83.05
2003,5,21,94.15
2003,5,22,79.27
2003,5,23,89.6
2003,5,24,77.93
2003,5,25,67.27
2003,5,26,80.87
2003,5,27,76.59
2003,5,28,61.64
2003,5,29,74.49
2003,5,30,78.06
2003,5,31,76.53
2003,6,1,74.18
2003,6,2,77.18
2003,6,3,86.8
2003,6,4,92.67
2003,6,5,88.27
2003,6,6,76.99
2003,6,7,70.12
2003,6,8,77.6
2003,6,9,79.42
2003,6,10,82.97
2003,6,11,80.83
2003,6,12,71.79
2003,6,13,76.07
2003,6,14,79.4
2003,6,15,79.76
2003,6,16,65.67
2003,6,17,62.13
2003,6,18,62.97
2003,6,19,63.56
2003,6,20,75.05
2003,6,21,78.02
2003,6,22,71.92
2003,6,23,81.5
2003,6,24,81.54
2003,6,25,79.63
2003,6,26,75.5
2003,6,27,69.23
2003,6,28,86.23
2003,6,29,85.57
2003,6,30,89.01
2003,7,1,68.48
2003,7,2,82.83
2003,7,3,86.31
2003,7,4,80.93
2003,7,5,75.61
2003,7,6,68.78
2003,7,7,51.77
2003,7,8,62.2
2003,7,9,72.79
2003,7,10,67.42
2003,7,11,72.76
2003,7,12,77.24
2003,7,13,66.72
2003,7,14,67.91
2003,7,15,79.83
2003,7,16,78.69
2003,7,17,85.31
2003,7,18,95.6
2003,7,19,98.0
2003,7,20,97.75
2003,7,21,70.52
2003,7,22,68.63
2003,7,23,82.19
2003,7,24,85.12
2003,7,25,64.32
2003,7,26,67.96
2003,7,27,82.14
2003,7,28,90.12
2003,7,29,88.98
2003,7,30,82.04
2003,7,31,73.52
2003,8,1,74.35
2003,8,2,83.63
2003,8,3,70.28
2003,8,4,79.06
2003,8,5,67.19
2003,8,6,71.26
2003,8,7,72.0
2003,8,8,81.93
2003,8,9,81.78
2003,8,10,90.04
2003,8,11,86.7
2003,8,12,88.04
2003,8,13,83.15
2003,8,14,80.62
2003,8,15,75.57
2003,8,16,66.85
2003,8,17,72.21
2003,8,18,73.33
2003,8,19,66.02
2003,8,20,67.44
2003,8,21,67.78
2003,8,22,83.74
2003,8,23,84.51
2003,8,24,80.64
2003,8,25,80.64
2003,8,26,82.55
2003,8,27,69.18
2003,8,28,68.66
2003,8,29,70.44
2003,8,30,57.71
2003,8,31,66.93
2003,9,1,75.12
2003,9,2,84.77
2003,9,3,65.25
2003,9,4,65.55
2003,9,5,77.59
2003,9,6,94.86
2003,9,7,93.23
2003,9,8,91.61
2003,9,9,92.85
2003,9,10,73.27
2003,9,11,75.76
2003,9,12,73.71
2003,9,13,74.69
2003,9,14,71.2
2003,9,15,68.85
2003,9,16,67.06
2003,9,17,70.18
2003,9,18,72.36
2003,9,19,71.31
2003,9,20,76.69
2003,9,21,74.4
2003,9,22,78.16
2003,9,23,75.89
2003,9,24,72.53
2003,9,25,71.93
2003,9,26,76.19
2003,9,27,70.75
2003,9,28,81.42
2003,9,29,71.43
2003,9,30,67.4
2003,10,1,69.96
2003,10,2,74.85
2003,10,3,76.85
2003,10,4,78.79
2003,10,5,73.04
2003,10,6,78.79
2003,10,7,76.13
2003,10,8,78.94
2003,10,9,75.13
2003,10,10,85.16
2003,10,11,82.41
2003,10,12,71.88
2003,10,13,60.68
2003,10,14,63.32
2003,10,15,66.56
2003,10,16,71.13
2003,10,17,67.22
2003,10,18,62.85
2003,10,19,65.17
2003,10,20,64.44
2003,10,21,62.56
2003,10,22,71.03
2003,10,23,66.18
2003,10,24,67.54
2003,10,25,69.06
2003,10,26,76.48
2003,10,27,72.38
2003,10,28,66.98
2003,10,29,60.7
2003,10,30,61.29
2003,10,31,66.24
2003,11,1,60.18
2003,11,2,50.93
2003,11,3,54.72
2003,11,4,65.4
2003,11,5,62.69
2003,11,6,63.24
2003,11,7,67.05
2003,11,8,62.42
2003,11,9,64.29
2003,11,10,72.66
2003,11,11,76.59
2003,11,12,73.18
2003,11,13,62.56
2003,11,14,67.24
2003,11,15,62.63
2003,11,16,71.92
2003,11,17,61.91
2003,11,18,72.92
2003,11,19,60.35
2003,11,20,61.78
2003,11,21,70.44
2003,11,22,69.45
2003,11,23,67.19
2003,11,24,69.1
2003,11,25,66.84
2003,11,26,70.31
2003,11,27,77.09
2003,11,28,76.15
2003,11,29,69.16
2003,11,30,67.42
2003,12,1,61.0
2003,12,2,65.0
2003,12,3,63.49
2003,12,4,67.74
2003,12,5,67.71
2003,12,6,66.29
2003,12,7,66.21
2003,12,8,61.58
2003,12,9,72.77
2003,12,10,78.47
2003,12,11,75.07
2003,12,12,75.78
2003,12,13,75.17
2003,12,14,72.83
2003,12,15,76.67
2003,12,16,67.39
2003,12,17,62.48
2003,12,18,65.39
2003,12,19,65.72
2003,12,20,72.28
2003,12,21,72.09
2003,12,22,71.61
2003,12,23,70.99
2003,12,24,67.48
2003,12,25,61.44
2003,12,26,71.7
2003,12,27,77.58
2003,12,28,67.39
2003,12,29,60.77
2003,12,30,63.4
2003,12,31,68.89
2004,1,1,77.89
2004,1,2,86.59
2004,1,3,76.7
2004,1,4,71.3
2004,1,5,81.23
2004,1,6,74.27
2004,1,7,69.32
2004,1,8,79.3
2004,1,9,76.74
2004,1,10,73.28
2004,1,11,80.05
2004,1,12,82.6
2004,1,13,88.1
2004,1,14,87.28
2004,1,15,86.41
2004,1,16,79.22
2004,1,17,71.55
2004,1,18,78.75
2004,1,19,74.56
2004,1,20,94.9
2004,1,21,87.24
2004,1,22,90.04
2004,1,23,81.9
2004,1,24,76.14
2004,1,25,78.05
2004,1,26,76.3
2004,1,27,68.37
2004,1,28,86.22
2004,1,29,79.58
2004,1,30,69.71
2004,1,31,74.36
2004,2,1,64.45
2004,2,2,64.72
2004,2,3,88.37
2004,2,4,79.93
2004,2,5,74.18
2004,2,6,80.73
2004,2,7,83.07
2004,2,8,72.48
2004,2,9,66.48
2004,2,10,68.38
2004,2,11,72.96
2004,2,12,74.3
2004,2,13,70.67
2004,2,14,71.47
2004,2,15,64.17
2004,2,16,61.56
2004,2,17,84.64
2004,2,18,70.3
2004,2,19,72.87
2004,2,20,74.87
2004,2,21,61.84
2004,2,22,59.87
2004,2,23,63.05
2004,2,24,75.65
2004,2,25,70.67
2004,2,26,69.18
2004,2,27,63.3
2004,2,28,68.19
2004,2,29,68.67
2004,3,1,69.46
2004,3,2,75.58
2004,3,3,79.94
2004,3,4,68.76
2004,3,5,71.83
2004,3,6,71.0
2004,3,7,73.03
2004,3,8,74.1
2004,3,9,69.9
2004,3,10,60.4
2004,3,11,78.02
2004,3,12,87.65
2004,3,13,78.15
2004,3,14,65.85
2004,3,15,66.88
2004,3,16,72.55
2004,3,17,70.66
2004,3,18,81.29
2004,3,19,77.0
2004,3,20,65.98
2004,3,21,79.61
2004,3,22,78.56
2004,3,23,71.7
2004,3,24,73.65
2004,3,25,75.65
2004,3,26,70.7
2004,3,27,80.57
2004,3,28,80.63
2004,3,29,83.25
2004,3,30,80.34
2004,3,31,76.22
2004,4,1,75.41
2004,4,2,82.25
2004,4,3,91.76
2004,4,4,83.25
2004,4,5,84.84
2004,4,6,68.8
2004,4,7,70.96
2004,4,8,63.24
2004,4,9,65.25
2004,4,10,80.01
2004,4,11,77.04
2004,4,12,66.32
2004,4,13,59.68
2004,4,14,63.95
2004,4,15,56.66
2004,4,16,71.77
2004,4,17,86.02
2004,4,18,69.35
2004,4,19,70.41
2004,4,20,80.06
2004,4,21,77.87
2004,4,22,79.78
2004,4,23,75.34
2004,4,24,69.52
2004,4,25,53.8
2004,4,26,79.41
2004,4,27,97.25
2004,4,28,97.35
2004,4,29,95.31
2004,4,30,87.98
2004,5,1,91.52
2004,5,2,79.83
2004,5,3,68.79
2004,5,4,85.72
2004,5,5,75.44
2004,5,6,73.59
2004,5,7,74.55
2004,5,8,70.59
2004,5,9,74.47
2004,5,10,73.8
2004,5,11,73.62
2004,5,12,76.52
2004,5,13,78.74
2004,5,14,68.61
2004,5,15,64.56
2004,5,16,70.24
2004,5,17,76.59
2004,5,18,79.6
2004,5,19,72.56
2004,5,20,78.56
2004,5,21,75.9
2004,5,22,70.53
2004,5,23,70.29
2004,5,24,72.76
2004,5,25,73.96
2004,5,26,70.39
2004,5,27,71.98
2004,5,28,78.08
2004,5,29,89.54
2004,5,30,72.45
2004,5,31,69.07
2004,6,1,83.28
2004,6,2,70.79
2004,6,3,79.66
2004,6,4,91.31
2004,6,5,70.38
2004,6,6,66.44
2004,6,7,97.17
2004,6,8,71.47
2004,6,9,87.02
2004,6,10,89.46
2004,6,11,72.93
2004,6,12,68.16
2004,6,13,56.06
2004,6,14,51.99
2004,6,15,65.13
2004,6,16,64.06
2004,6,17,74.2
2004,6,18,58.5
2004,6,19,69.63
2004,6,20,66.04
2004,6,21,78.11
2004,6,22,84.88
2004,6,23,80.81
2004,6,24,67.69
2004,6,25,74.51
2004,6,26,79.88
2004,6,27,70.64
2004,6,28,83.72
2004,6,29,82.17
2004,6,30,90.44
2004,7,1,74.48
2004,7,2,77.27
2004,7,3,84.68
2004,7,4,77.43
2004,7,5,56.89
2004,7,6,63.5
2004,7,7,64.78
2004,7,8,65.13
2004,7,9,75.83
2004,7,10,82.31
2004,7,11,83.49
2004,7,12,91.59
2004,7,13,80.93
2004,7,14,97.26
2004,7,15,88.86
2004,7,16,88.5
2004,7,17,81.97
2004,7,18,98.16
2004,7,19,92.22
2004,7,20,94.02
2004,7,21,70.92
2004,7,22,73.17
2004,7,23,94.84
2004,7,24,93.62
2004,7,25,75.91
2004,7,26,75.77
2004,7,27,71.67
2004,7,28,67.15
2004,7,29,76.39
2004,7,30,73.71
2004,7,31,89.93
2004,8,1,85.29
2004,8,2,70.37
2004,8,3,72.55
2004,8,4,70.82
2004,8,5,64.66
2004,8,6,72.49
2004,8,7,73.21
2004,8,8,78.26
2004,8,9,73.07
2004,8,10,68.17
2004,8,11,78.32
2004,8,12,74.52
2004,8,13,89.27
2004,8,14,83.87
2004,8,15,75.37
2004,8,16,68.23
2004,8,17,76.45
2004,8,18,88.62
2004,8,19,66.13
2004,8,20,76.68
2004,8,21,87.71
2004,8,22,79.94
2004,8,23,69.9
2004,8,24,74.26
2004,8,25,84.5
2004,8,26,69.63
2004,8,27,65.74
2004,8,28,75.27
2004,8,29,80.47
2004,8,30,92.45
2004,8,31,79.04
2004,9,1,59.19
2004,9,2,73.78
2004,9,3,90.45
2004,9,4,86.09
2004,9,5,75.61
2004,9,6,75.66
2004,9,7,87.26
2004,9,8,84.8
2004,9,9,76.17
2004,9,10,76.19
