-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,WD50M
2001,8,7,127.6
2001,8,8,122.7
2001,8,9,120.4
2001,8,10,166.4
2001,8,11,141.8
2001,8,12,144.3
2001,8,13,156.8
2001,8,14,149.1
2001,8,15,137.8
2001,8,16,140.1
2001,8,17,135.6
2001,8,18,129.8
2001,8,19,160.3
2001,8,20,133.8
2001,8,21,109.7
2001,8,22,118.4
2001,8,23,125.8
2001,8,24,135.4
2001,8,25,140.2
2001,8,26,160.6
2001,8,27,113.5
2001,8,28,126.2
2001,8,29,135.2
2001,8,30,156.7
2001,8,31,148.2
2001,9,1,138.3
2001,9,2,160.6
2001,9,3,117.1
2001,9,4,139.1
2001,9,5,142.9
2001,9,6,151.8
2001,9,7,144.5
2001,9,8,132.8
2001,9,9,126.8
2001,9,10,158.7
2001,9,11,143.1
2001,9,12,140.4
2001,9,13,149.4
2001,9,14,126.2
2001,9,15,123.5
2001,9,16,144.8
2001,9,17,150.3
2001,9,18,134.5
2001,9,19,109.1
2001,9,20,112.8
2001,9,21,116.8
2001,9,22,127.3
2001,9,23,155.1
2001,9,24,152.8
2001,9,25,138.9
2001,9,26,159.7
2001,9,27,125.8
2001,9,28,137.2
2001,9,29,120.4
2001,9,30,152.1
2001,10,1,119.8
2001,10,2,143.6
2001,10,3,161.5
2001,10,4,136.7
2001,10,5,151.6
2001,10,6,161.3
2001,10,7,169.5
2001,10,8,153.4
2001,10,9,134.6
2001,10,10,131.8
2001,10,11,153.4
2001,10,12,138.3
2001,10,13,130.5
2001,10,14,132.0
2001,10,15,125.9
2001,10,16,131.0
2001,10,17,146.4
2001,10,18,159.5
2001,10,19,123.4
2001,10,20,128.5
2001,10,21,139.0
2001,10,22,146.1
2001,10,23,134.5
2001,10,24,142.1
2001,10,25,132.8
2001,10,26,136.7
2001,10,27,151.9
2001,10,28,153.1
2001,10,29,142.8
2001,10,30,144.1
2001,10,31,153.1
2001,11,1,140.9
2001,11,2,141.0
2001,11,3,123.8
2001,11,4,134.2
2001,11,5,124.4
2001,11,6,136.5
2001,11,7,113.4
2001,11,8,114.0
2001,11,9,132.8
2001,11,10,140.1
2001,11,11,122.9
2001,11,12,120.1
2001,11,13,116.2
2001,11,14,114.6
2001,11,15,124.7
2001,11,16,140.4
2001,11,17,141.6
2001,11,18,122.2
2001,11,19,136.8
2001,11,20,141.6
2001,11,21,133.2
2001,11,22,135.5
2001,11,23,125.0
2001,11,24,126.9
2001,11,25,175.5
2001,11,26,124.5
2001,11,27,102.7
2001,11,28,119.1
2001,11,29,81.8
2001,11,30,80.0
2001,12,1,138.9
2001,12,2,244.5
2001,12,3,101.3
2001,12,4,118.8
2001,12,5,104.1
2001,12,6,92.7
2001,12,7,148.6
2001,12,8,134.2
2001,12,9,144.1
2001,12,10,136.6
2001,12,11,99.7
2001,12,12,114.2
2001,12,13,137.0
2001,12,14,130.3
2001,12,15,130.2
2001,12,16,135.2
2001,12,17,114.9
2001,12,18,79.9
2001,12,19,108.0
2001,12,20,101.6
2001,12,21,96.6
2001,12,22,115.7
2001,12,23,109.5
2001,12,24,82.2
2001,12,25,170.5
2001,12,26,112.2
2001,12,27,109.8
2001,12,28,110.2
2001,12,29,135.9
2001,12,30,133.0
2001,12,31,140.4
2002,1,1,139.2
2002,1,2,149.4
2002,1,3,151.0
2002,1,4,143.2
2002,1,5,141.4
2002,1,6,142.2
2002,1,7,156.9
2002,1,8,150.9
2002,1,9,135.7
2002,1,10,123.2
2002,1,11,132.4
2002,1,12,110.6
2002,1,13,137.2
2002,1,14,137.3
2002,1,15,134.3
2002,1,16,136.7
2002,1,17,122.8
2002,1,18,146.9
2002,1,19,153.7
2002,1,20,147.3
2002,1,21,144.6
2002,1,22,114.7
2002,1,23,110.8
2002,1,24,119.8
2002,1,25,137.1
2002,1,26,134.6
2002,1,27,138.2
2002,1,28,131.0
2002,1,29,137.8
2002,1,30,118.1
2002,1,31,119.8
2002,2,1,142.1
2002,2,2,146.5
2002,2,3,112.3
2002,2,4,128.4
2002,2,5,126.8
2002,2,6,149.2
2002,2,7,118.3
2002,2,8,155.5
2002,2,9,144.3
2002,2,10,141.0
2002,2,11,164.2
2002,2,12,189.8
2002,2,13,104.3
2002,2,14,125.2
2002,2,15,156.7
2002,2,16,146.5
2002,2,17,161.9
2002,2,18,117.6
2002,2,19,125.5
2002,2,20,139.3
2002,2,21,149.0
2002,2,22,150.9
2002,2,23,130.2
2002,2,24,126.1
2002,2,25,109.4
2002,2,26,115.8
2002,2,27,138.9
2002,2,28,145.2
2002,3,1,143.0
2002,3,2,131.1
2002,3,3,124.7
2002,3,4,141.1
2002,3,5,149.2
2002,3,6,146.3
2002,3,7,161.2
2002,3,8,146.0
2002,3,9,150.9
2002,3,10,119.4
2002,3,11,142.5
2002,3,12,123.8
2002,3,13,147.3
2002,3,14,145.7
2002,3,15,148.1
2002,3,16,125.4
2002,3,17,124.5
2002,3,18,128.2
2002,3,19,124.5
2002,3,20,126.2
2002,3,21,140.8
2002,3,22,148.8
2002,3,23,133.6
2002,3,24,139.1
2002,3,25,146.7
2002,3,26,128.1
2002,3,27,119.5
2002,3,28,131.5
2002,3,29,139.7
2002,3,30,165.3
2002,3,31,169.9
2002,4,1,138.6
2002,4,2,163.4
2002,4,3,155.6
2002,4,4,148.2
2002,4,5,148.7
2002,4,6,158.5
2002,4,7,153.5
2002,4,8,167.4
2002,4,9,169.7
2002,4,10,191.7
2002,4,11,141.6
2002,4,12,144.8
2002,4,13,137.3
2002,4,14,152.6
2002,4,15,131.1
2002,4,16,143.7
2002,4,17,128.9
2002,4,18,145.7
2002,4,19,141.8
2002,4,20,146.0
2002,4,21,122.6
2002,4,22,134.9
2002,4,23,137.2
2002,4,24,132.8
2002,4,25,146.0
2002,4,26,150.6
2002,4,27,139.4
2002,4,28,154.2
2002,4,29,131.5
2002,4,30,120.1
2002,5,1,125.6
2002,5,2,138.9
2002,5,3,106.6
2002,5,4,120.5
2002,5,5,132.7
2002,5,6,114.4
2002,5,7,128.8
2002,5,8,151.6
2002,5,9,135.3
2002,5,10,136.6
2002,5,11,146.9
2002,5,12,126.2
2002,5,13,123.8
2002,5,14,131.9
2002,5,15,130.3
2002,5,16,136.0
2002,5,17,128.6
2002,5,18,118.2
2002,5,19,114.5
2002,5,20,161.4
2002,5,21,138.1
2002,5,22,140.9
2002,5,23,157.3
2002,5,24,158.8
2002,5,25,148.0
2002,5,26,136.2
2002,5,27,129.0
2002,5,28,148.0
2002,5,29,151.2
2002,5,30,126.9
2002,5,31,128.6
2002,6,1,127.8
2002,6,2,137.1
2002,6,3,143.7
2002,6,4,135.3
2002,6,5,135.3
2002,6,6,148.6
2002,6,7,131.9
2002,6,8,133.3
2002,6,9,149.6
2002,6,10,159.8
2002,6,11,144.2
2002,6,12,146.7
2002,6,13,156.5
2002,6,14,142.0
2002,6,15,137.3
2002,6,16,150.6
2002,6,17,135.2
2002,6,18,142.9
2002,6,19,136.5
2002,6,20,132.5
2002,6,21,134.7
2002,6,22,135.9
2002,6,23,134.0
2002,6,24,134.1
2002,6,25,121.9
2002,6,26,143.5
2002,6,27,158.7
2002,6,28,164.3
2002,6,29,124.1
2002,6,30,133.4
2002,7,1,149.3
2002,7,2,141.6
2002,7,3,155.7
2002,7,4,151.4
2002,7,5,137.5
2002,7,6,124.8
2002,7,7,139.4
2002,7,8,146.2
2002,7,9,136.6
2002,7,10,136.4
2002,7,11,134.3
2002,7,12,124.5
2002,7,13,129.5
2002,7,14,144.9
2002,7,15,123.2
2002,7,16,117.0
2002,7,17,142.8
2002,7,18,147.6
2002,7,19,133.8
2002,7,20,142.8
2002,7,21,141.5
2002,7,22,123.9
2002,7,23,144.7
2002,7,24,154.2
2002,7,25,126.6
2002,7,26,133.1
2002,7,27,150.8
2002,7,28,121.0
2002,7,29,124.8
2002,7,30,131.1
2002,7,31,138.5
2002,8,1,144.5
2002,8,2,148.9
2002,8,3,117.5
2002,8,4,131.5
2002,8,5,142.8
2002,8,6,130.6
2002,8,7,125.4
2002,8,8,144.3
2002,8,9,159.6
2002,8,10,141.1
2002,8,11,136.6
2002,8,12,158.9
2002,8,13,137.2
2002,8,14,130.5
2002,8,15,141.7
2002,8,16,137.3
2002,8,17,137.9
2002,8,18,128.8
2002,8,19,125.1
2002,8,20,131.7
2002,8,21,121.6
2002,8,22,126.0
2002,8,23,137.3
2002,8,24,146.0
2002,8,25,140.2
2002,8,26,109.4
2002,8,27,156.9
2002,8,28,119.0
2002,8,29,174.6
2002,8,30,137.1
2002,8,31,151.5
2002,9,1,177.5
2002,9,2,117.6
2002,9,3,118.0
2002,9,4,113.6
2002,9,5,120.0
2002,9,6,112.5
2002,9,7,93.2
2002,9,8,127.1
2002,9,9,142.0
2002,9,10,147.0
2002,9,11,157.1
2002,9,12,159.7
2002,9,13,153.4
2002,9,14,142.4
2002,9,15,148.8
2002,9,16,104.9
2002,9,17,119.1
2002,9,18,127.0
2002,9,19,133.5
2002,9,20,130.6
2002,9,21,129.7
2002,9,22,125.6
2002,9,23,122.5
2002,9,24,128.8
2002,9,25,138.7
2002,9,26,146.4
2002,9,27,147.2
2002,9,28,146.0
2002,9,29,126.0
2002,9,30,129.3
2002,10,1,150.6
2002,10,2,147.4
2002,10,3,135.7
2002,10,4,120.2
2002,10,5,124.4
2002,10,6,124.6
2002,10,7,131.1
2002,10,8,125.5
2002,10,9,166.8
2002,10,10,129.5
2002,10,11,147.2
2002,10,12,145.2
2002,10,13,145.0
2002,10,14,136.9
2002,10,15,133.4
2002,10,16,133.4
2002,10,17,143.3
2002,10,18,139.4
2002,10,19,124.8
2002,10,20,129.4
2002,10,21,140.9
2002,10,22,129.6
2002,10,23,125.8
2002,10,24,140.3
2002,10,25,128.6
2002,10,26,134.5
2002,10,27,124.5
2002,10,28,129.9
2002,10,29,128.7
2002,10,30,123.0
2002,10,31,130.6
2002,11,1,129.7
2002,11,2,122.0
2002,11,3,129.2
2002,11,4,134.5
2002,11,5,136.3
2002,11,6,136.4
2002,11,7,123.2
2002,11,8,113.4
2002,11,9,111.0
2002,11,10,104.7
2002,11,11,119.5
2002,11,12,132.1
2002,11,13,125.2
2002,11,14,111.3
2002,11,15,132.5
2002,11,16,131.8
2002,11,17,144.5
2002,11,18,132.9
2002,11,19,128.5
2002,11,20,118.8
2002,11,21,113.9
2002,11,22,140.4
2002,11,23,134.0
2002,11,24,140.0
2002,11,25,156.0
2002,11,26,128.4
2002,11,27,150.3
2002,11,28,157.3
2002,11,29,121.8
2002,11,30,131.2
2002,12,1,160.0
2002,12,2,106.4
2002,12,3,133.6
2002,12,4,163.2
2002,12,5,120.4
2002,12,6,125.4
2002,12,7,129.5
2002,12,8,141.3
2002,12,9,111.8
2002,12,10,121.1
2002,12,11,119.4
2002,12,12,119.8
2002,12,13,127.4
2002,12,14,140.8
2002,12,15,147.5
2002,12,16,152.3
2002,12,17,148.4
2002,12,18,156.8
2002,12,19,126.8
2002,12,20,131.0
2002,12,21,126.4
2002,12,22,110.3
2002,12,23,127.2
2002,12,24,148.8
2002,12,25,253.0
2002,12,26,148.1
2002,12,27,209.6
2002,12,28,122.6
2002,12,29,137.2
2002,12,30,123.1
2002,12,31,122.1
2003,1,1,118.2
2003,1,2,110.1
2003,1,3,118.6
2003,1,4,119.6
2003,1,5,117.9
2003,1,6,110.1
2003,1,7,127.0
2003,1,8,120.7
2003,1,9,120.4
2003,1,10,112.7
2003,1,11,113.5
2003,1,12,131.0
2003,1,13,149.9
2003,1,14,130.8
2003,1,15,119.1
2003,1,16,110.3
2003,1,17,111.6
2003,1,18,118.1
2003,1,19,122.2
2003,1,20,132.3
2003,1,21,113.9
2003,1,22,107.6
2003,1,23,117.9
2003,1,24,120.2
2003,1,25,133.3
2003,1,26,152.0
2003,1,27,113.4
2003,1,28,117.3
2003,1,29,110.2
2003,1,30,354.0
2003,1,31,94.5
2003,2,1,126.5
2003,2,2,139.9
2003,2,3,131.3
2003,2,4,135.8
2003,2,5,131.0
2003,2,6,114.8
2003,2,7,111.9
2003,2,8,120.8
2003,2,9,131.7
2003,2,10,137.7
2003,2,11,125.5
2003,2,12,127.7
2003,2,13,129.2
2003,2,14,132.2
2003,2,15,137.6
2003,2,16,139.4
2003,2,17,153.6
2003,2,18,126.9
2003,2,19,134.6
2003,2,20,139.7
2003,2,21,135.2
2003,2,22,132.5
2003,2,23,128.7
2003,2,24,156.6
2003,2,25,119.0
2003,2,26,130.0
2003,2,27,144.3
2003,2,28,141.8
2003,3,1,118.5
2003,3,2,112.4
2003,3,3,116.8
2003,3,4,126.0
2003,3,5,134.1
2003,3,6,148.1
2003,3,7,153.7
2003,3,8,123.2
2003,3,9,131.7
2003,3,10,126.0
2003,3,11,129.0
2003,3,12,142.3
2003,3,13,153.8
2003,3,14,153.5
2003,3,15,113.3
2003,3,16,115.7
2003,3,17,121.2
2003,3,18,116.9
2003,3,19,115.1
2003,3,20,148.0
2003,3,21,141.3
2003,3,22,128.6
2003,3,23,142.2
2003,3,24,142.8
2003,3,25,147.7
2003,3,26,134.0
2003,3,27,119.8
2003,3,28,137.0
2003,3,29,137.2
2003,3,30,131.2
2003,3,31,144.7
2003,4,1,157.1
2003,4,2,163.2
2003,4,3,157.2
2003,4,4,149.4
2003,4,5,146.5
2003,4,6,139.0
2003,4,7,136.2
2003,4,8,140.8
2003,4,9,141.0
2003,4,10,149.9
2003,4,11,158.7
2003,4,12,106.9
2003,4,13,118.3
2003,4,14,143.4
2003,4,15,140.9
2003,4,16,129.9
2003,4,17,155.8
2003,4,18,132.0
2003,4,19,157.2
2003,4,20,116.5
2003,4,21,149.4
2003,4,22,165.3
2003,4,23,106.1
2003,4,24,142.4
2003,4,25,154.4
2003,4,26,158.9
2003,4,27,158.6
2003,4,28,155.0
2003,4,29,140.4
2003,4,30,121.6
2003,5,1,136.5
2003,5,2,138.0
2003,5,3,139.4
2003,5,4,158.2
2003,5,5,124.1
2003,5,6,122.1
2003,5,7,122.2
2003,5,8,138.8
2003,5,9,162.1
2003,5,10,122.4
2003,5,11,134.7
2003,5,12,105.5
2003,5,13,120.3
2003,5,14,145.8
2003,5,15,122.9
2003,5,16,131.9
2003,5,17,147.1
2003,5,18,145.6
2003,5,19,167.3
2003,5,20,149.3
2003,5,21,141.0
2003,5,22,147.6
2003,5,23,144.5
2003,5,24,143.2
2003,5,25,161.1
2003,5,26,124.7
2003,5,27,160.3
2003,5,28,138.5
2003,5,29,129.0
2003,5,30,123.0
2003,5,31,116.8
2003,6,1,126.4
2003,6,2,136.0
2003,6,3,145.5
2003,6,4,140.1
2003,6,5,152.9
2003,6,6,151.7
2003,6,7,153.4
2003,6,8,136.8
2003,6,9,111.8
2003,6,10,114.9
2003,6,11,109.9
2003,6,12,120.1
2003,6,13,146.5
2003,6,14,143.1
2003,6,15,100.2
2003,6,16,121.9
2003,6,17,130.2
2003,6,18,136.9
2003,6,19,141.8
2003,6,20,136.0
2003,6,21,132.6
2003,6,22,143.3
2003,6,23,113.4
2003,6,24,113.1
2003,6,25,133.2
2003,6,26,128.0
2003,6,27,152.9
2003,6,28,134.7
2003,6,29,146.2
2003,6,30,141.4
2003,7,1,161.3
2003,7,2,141.6
2003,7,3,142.1
2003,7,4,151.1
2003,7,5,137.9
2003,7,6,120.1
2003,7,7,150.4
2003,7,8,151.9
2003,7,9,135.8
2003,7,10,155.5
2003,7,11,112.8
2003,7,12,111.9
2003,7,13,135.9
2003,7,14,140.8
2003,7,15,130.3
2003,7,16,150.5
2003,7,17,143.4
2003,7,18,115.7
2003,7,19,99.7
2003,7,20,101.1
2003,7,21,130.5
2003,7,22,168.7
2003,7,23,149.8
2003,7,24,116.0
2003,7,25,130.2
2003,7,26,143.1
2003,7,27,134.7
2003,7,28,158.2
2003,7,29,123.2
2003,7,30,157.0
2003,7,31,144.1
2003,8,1,129.3
2003,8,2,107.4
2003,8,3,156.4
2003,8,4,154.5
2003,8,5,161.0
2003,8,6,154.7
2003,8,7,154.8
2003,8,8,118.1
2003,8,9,158.0
2003,8,10,145.2
2003,8,11,156.4
2003,8,12,155.0
2003,8,13,153.0
2003,8,14,107.0
2003,8,15,118.3
2003,8,16,122.1
2003,8,17,125.6
2003,8,18,124.1
2003,8,19,142.9
2003,8,20,120.9
2003,8,21,142.9
2003,8,22,131.8
2003,8,23,149.8
2003,8,24,134.5
2003,8,25,146.1
2003,8,26,153.7
2003,8,27,142.6
2003,8,28,117.2
2003,8,29,126.0
2003,8,30,139.2
2003,8,31,138.8
2003,9,1,157.1
2003,9,2,117.3
2003,9,3,122.2
2003,9,4,131.3
2003,9,5,136.2
2003,9,6,137.4
2003,9,7,148.1
2003,9,8,150.3
2003,9,9,140.8
2003,9,10,143.8
2003,9,11,117.9
2003,9,12,136.1
2003,9,13,133.9
2003,9,14,147.9
2003,9,15,149.3
2003,9,16,133.5
2003,9,17,130.2
2003,9,18,138.2
2003,9,19,144.2
2003,9,20,122.1
2003,9,21,123.5
2003,9,22,127.6
2003,9,23,130.1
2003,9,24,132.1
2003,9,25,150.0
2003,9,26,127.8
2003,9,27,144.3
2003,9,28,122.7
2003,9,29,123.1
2003,9,30,121.3
2003,10,1,127.3
2003,10,2,132.7
2003,10,3,140.2
2003,10,4,125.1
2003,10,5,130.5
2003,10,6,131.5
2003,10,7,137.0
2003,10,8,147.6
2003,10,9,161.8
2003,10,10,132.0
2003,10,11,125.0
2003,10,12,130.6
2003,10,13,141.1
2003,10,14,146.4
2003,10,15,144.9
2003,10,16,129.4
2003,10,17,135.7
2003,10,18,145.0
2003,10,19,122.9
2003,10,20,128.6
2003,10,21,136.9
2003,10,22,135.1
2003,10,23,147.9
2003,10,24,139.1
2003,10,25,143.5
2003,10,26,136.8
2003,10,27,135.8
2003,10,28,133.8
2003,10,29,139.0
2003,10,30,150.8
2003,10,31,141.0
2003,11,1,151.7
2003,11,2,149.9
2003,11,3,142.4
2003,11,4,118.4
2003,11,5,126.0
2003,11,6,129.9
2003,11,7,124.8
2003,11,8,140.0
2003,11,9,165.1
2003,11,10,139.5
2003,11,11,127.0
2003,11,12,120.8
2003,11,13,141.0
2003,11,14,131.6
2003,11,15,138.9
2003,11,16,115.3
2003,11,17,123.9
2003,11,18,124.2
2003,11,19,150.9
2003,11,20,155.2
2003,11,21,132.6
2003,11,22,131.5
2003,11,23,133.5
2003,11,24,130.0
2003,11,25,148.6
2003,11,26,160.2
2003,11,27,117.3
2003,11,28,110.9
2003,11,29,118.6
2003,11,30,128.8
2003,12,1,133.1
2003,12,2,129.2
2003,12,3,129.2
2003,12,4,129.8
2003,12,5,129.6
2003,12,6,129.9
2003,12,7,126.6
2003,12,8,132.8
2003,12,9,121.1
2003,12,10,119.3
2003,12,11,136.5
2003,12,12,135.4
2003,12,13,134.2
2003,12,14,127.2
2003,12,15,112.2
2003,12,16,118.4
2003,12,17,124.0
2003,12,18,122.7
2003,12,19,131.4
2003,12,20,121.8
2003,12,21,116.6
2003,12,22,116.0
2003,12,23,122.2
2003,12,24,136.0
2003,12,25,150.9
2003,12,26,116.2
2003,12,27,115.5
2003,12,28,153.4
2003,12,29,159.6
2003,12,30,151.0
2003,12,31,120.9
2004,1,1,121.3
2004,1,2,112.5
2004,1,3,116.7
2004,1,4,122.0
2004,1,5,120.6
2004,1,6,128.7
2004,1,7,175.0
2004,1,8,119.5
2004,1,9,125.6
2004,1,10,145.2
2004,1,11,120.8
2004,1,12,120.1
2004,1,13,104.4
2004,1,14,100.9
2004,1,15,194.7
2004,1,16,114.3
2004,1,17,114.3
2004,1,18,111.0
2004,1,19,121.3
2004,1,20,88.4
2004,1,21,105.0
2004,1,22,85.4
2004,1,23,113.9
2004,1,24,121.4
2004,1,25,119.9
2004,1,26,118.5
2004,1,27,131.5
2004,1,28,106.6
2004,1,29,120.4
2004,1,30,141.2
2004,1,31,141.0
2004,2,1,166.5
2004,2,2,142.7
2004,2,3,108.0
2004,2,4,114.9
2004,2,5,130.8
2004,2,6,122.4
2004,2,7,111.7
2004,2,8,121.3
2004,2,9,116.0
2004,2,10,131.5
2004,2,11,129.7
2004,2,12,123.5
2004,2,13,126.7
2004,2,14,133.5
2004,2,15,169.7
2004,2,16,143.5
2004,2,17,115.0
2004,2,18,189.0
2004,2,19,122.5
2004,2,20,122.4
2004,2,21,135.9
2004,2,22,138.0
2004,2,23,129.6
2004,2,24,119.4
2004,2,25,125.3
2004,2,26,143.3
2004,2,27,140.9
2004,2,28,136.8
2004,2,29,151.9
2004,3,1,132.7
2004,3,2,139.7
2004,3,3,117.7
2004,3,4,127.1
2004,3,5,158.3
2004,3,6,136.6
2004,3,7,174.0
2004,3,8,144.2
2004,3,9,163.8
2004,3,10,185.8
2004,3,11,113.4
2004,3,12,104.6
2004,3,13,143.7
2004,3,14,125.5
2004,3,15,125.5
2004,3,16,129.3
2004,3,17,133.1
2004,3,18,132.5
2004,3,19,132.8
2004,3,20,138.4
2004,3,21,123.9
2004,3,22,131.1
2004,3,23,146.4
2004,3,24,142.7
2004,3,25,133.3
2004,3,26,134.5
2004,3,27,150.7
2004,3,28,150.0
2004,3,29,121.7
2004,3,30,127.6
2004,3,31,161.7
2004,4,1,152.0
2004,4,2,159.2
2004,4,3,135.4
2004,4,4,158.3
2004,4,5,161.9
2004,4,6,174.9
2004,4,7,127.1
2004,4,8,146.8
2004,4,9,148.7
2004,4,10,146.9
2004,4,11,124.0
2004,4,12,127.1
2004,4,13,135.6
2004,4,14,138.3
2004,4,15,143.4
2004,4,16,150.1
2004,4,17,143.7
2004,4,18,152.2
2004,4,19,143.7
2004,4,20,135.5
2004,4,21,163.9
2004,4,22,144.4
2004,4,23,128.9
2004,4,24,136.6
2004,4,25,166.8
2004,4,26,143.0
2004,4,27,147.5
2004,4,28,151.4
2004,4,29,134.2
2004,4,30,150.2
2004,5,1,146.9
2004,5,2,130.7
2004,5,3,164.1
2004,5,4,130.3
2004,5,5,124.2
2004,5,6,142.8
2004,5,7,114.9
2004,5,8,134.9
2004,5,9,142.9
2004,5,10,152.8
2004,5,11,143.5
2004,5,12,135.9
2004,5,13,137.1
2004,5,14,136.5
2004,5,15,134.5
2004,5,16,135.6
2004,5,17,133.5
2004,5,18,143.6
2004,5,19,139.3
2004,5,20,119.2
2004,5,21,126.3
2004,5,22,128.9
2004,5,23,135.3
2004,5,24,140.4
2004,5,25,145.3
2004,5,26,142.3
2004,5,27,135.0
2004,5,28,122.8
2004,5,29,103.7
2004,5,30,146.3
2004,5,31,143.3
2004,6,1,116.7
2004,6,2,152.3
2004,6,3,150.9
2004,6,4,143.7
2004,6,5,161.3
2004,6,6,153.4
2004,6,7,121.2
2004,6,8,169.9
2004,6,9,107.1
2004,6,10,113.4
2004,6,11,136.6
2004,6,12,148.3
2004,6,13,158.5
2004,6,14,168.3
2004,6,15,142.0
2004,6,16,141.5
2004,6,17,126.3
2004,6,18,137.9
2004,6,19,146.9
2004,6,20,162.5
2004,6,21,143.7
2004,6,22,144.0
2004,6,23,158.5
2004,6,24,162.0
2004,6,25,117.9
2004,6,26,149.5
2004,6,27,156.6
2004,6,28,144.5
2004,6,29,145.3
2004,6,30,136.8
2004,7,1,137.9
2004,7,2,139.9
2004,7,3,132.2
2004,7,4,115.0
2004,7,5,144.0
2004,7,6,150.5
2004,7,7,148.0
2004,7,8,144.4
2004,7,9,125.8
2004,7,10,120.0
2004,7,11,163.5
2004,7,12,141.1
2004,7,13,106.0
2004,7,14,95.4
2004,7,15,98.3
2004,7,16,121.0
2004,7,17,141.9
2004,7,18,138.0
2004,7,19,105.2
2004,7,20,107.3
2004,7,21,147.6
2004,7,22,207.9
2004,7,23,124.8
2004,7,24,103.4
2004,7,25,139.0
2004,7,26,132.8
2004,7,27,129.9
2004,7,28,136.8
2004,7,29,131.0
2004,7,30,146.8
2004,7,31,134.4
2004,8,1,132.2
2004,8,2,143.0
2004,8,3,140.8
2004,8,4,138.6
2004,8,5,149.7
2004,8,6,157.0
2004,8,7,152.9
2004,8,8,128.2
2004,8,9,157.0
2004,8,10,142.9
2004,8,11,135.4
2004,8,12,146.3
2004,8,13,118.3
2004,8,14,124.1
2004,8,15,143.0
2004,8,16,171.9
2004,8,17,127.4
2004,8,18,109.0
2004,8,19,154.8
2004,8,20,154.1
2004,8,21,120.6
2004,8,22,120.3
2004,8,23,146.5
2004,8,24,163.5
2004,8,25,114.8
2004,8,26,125.2
2004,8,27,131.2
2004,8,28,146.9
2004,8,29,209.6
2004,8,30,116.5
2004,8,31,122.5
2004,9,1,127.4
2004,9,2,149.2
2004,9,3,142.8
2004,9,4,126.8
2004,9,5,123.0
2004,9,6,135.8
2004,9,7,154.1
2004,9,8,118.2
2004,9,9,158.6
2004,9,10,143.4
2004,9,11,151.9
2004,9,12,145.2
2004,9,13,122.5
2004,9,14,124.5
2004,9,15,141.2
2004,9,16,135.8
2004,9,17,133.9
2004,9,18,126.0
2004,9,19,119.3
2004,9,20,138.7
2004,9,21,156.5
2004,9,22,139.4
2004,9,23,131.4
2004,9,24,139.2
2004,9,25,169.3
2004,9,26,130.5
2004,9,27,126.7
2004,9,28,154.0
2004,9,29,135.4
2004,9,30,144.3
2004,10,1,127.7
2004,10,2,139.8
2004,10,3,137.2
2004,10,4,140.6
2004,10,5,142.3
2004,10,6,150.6
2004,10,7,137.4
2004,10,8,158.2
2004,10,9,171.8
2004,10,10,163.6
2004,10,11,136.7
2004,10,12,120.4
2004,10,13,122.6
2004,10,14,134.7
2004,10,15,138.7
2004,10,16,149.1
2004,10,17,122.5
2004,10,18,128.6
2004,10,19,141.0
2004,10,20,153.7
2004,10,21,129.7
2004,10,22,176.7
2004,10,23,112.7
2004,10,24,101.6
2004,10,25,133.0
2004,10,26,130.8
2004,10,27,119.6
2004,10,28,129.4
2004,10,29,125.4
2004,10,30,135.3
2004,10,31,151.6
2004,11,1,178.0
2004,11,2,144.8
2004,11,3,124.3
2004,11,4,164.4
2004,11,5,131.2
2004,11,6,132.4
2004,11,7,144.4
2004,11,8,120.2
2004,11,9,119.0
2004,11,10,116.8
2004,11,11,126.7
2004,11,12,130.9
2004,11,13,141.7
2004,11,14,120.9
2004,11,15,111.3
2004,11,16,118.2
2004,11,17,125.9
2004,11,18,139.7
2004,11,19,128.6
2004,11,20,126.4
2004,11,21,131.5
2004,11,22,140.1
2004,11,23,131.3
2004,11,24,113.3
2004,11,25,118.5
2004,11,26,118.3
2004,11,27,108.9
2004,11,28,115.0
2004,11,29,123.7
2004,11,30,115.8
2004,12,1,118.0
2004,12,2,111.8
2004,12,3,117.8
2004,12,4,123.3
2004,12,5,136.2
2004,12,6,137.1
2004,12,7,128.1
2004,12,8,118.7
2004,12,9,126.4
2004,12,10,119.1
2004,12,11,132.4
2004,12,12,139.0
2004,12,13,119.1
2004,12,14,133.5
2004,12,15,122.8
2004,12,16,121.2
2004,12,17,123.3
2004,12,18,116.7
2004,12,19,115.0
2004,12,20,110.4
2004,12,21,110.6
2004,12,22,122.2
2004,12,23,115.8
2004,12,24,124.1
2004,12,25,123.3
2004,12,26,122.9
2004,12,27,135.7
2004,12,28,117.6
2004,12,29,120.5
2004,12,30,130.7
2004,12,31,122.1
2005,1,1,113.8
2005,1,2,118.5
2005,1,3,122.4
2005,1,4,123.9
2005,1,5,130.7
2005,1,6,124.4
2005,1,7,130.0
2005,1,8,127.8
2005,1,9,131.0
