-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8734 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN     MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,WS10M_MAX,WS10M_MIN
2001,1,25,6.67,1.35
2001,1,26,8.33,2.31
2001,1,27,8.9,4.04
2001,1,28,8.93,2.79
2001,1,29,10.13,4.53
2001,1,30,7.39,5.89
2001,1,31,7.15,1.28
2001,2,1,5.55,0.37
2001,2,2,6.03,1.01
2001,2,3,5.42,0.37
2001,2,4,15.97,2.68
2001,2,5,17.15,14.92
2001,2,6,15.36,12.7
2001,2,7,15.1,10.05
2001,2,8,20.64,13.57
2001,2,9,24.86,16.97
2001,2,10,21.11,13.98
2001,2,11,21.94,9.04
2001,2,12,8.51,4.85
2001,2,13,6.69,1.05
2001,2,14,12.49,4.04
2001,2,15,14.31,10.76
2001,2,16,10.17,2.22
2001,2,17,7.58,1.67
2001,2,18,7.78,2.77
2001,2,19,8.31,0.55
2001,2,20,4.91,1.63
2001,2,21,11.33,5.45
2001,2,22,11.72,3.9
2001,2,23,10.95,6.65
2001,2,24,10.89,1.62
2001,2,25,15.06,4.51
2001,2,26,21.06,14.89
2001,2,27,21.34,17.17
2001,2,28,17.01,2.92
2001,3,1,7.41,4.52
2001,3,2,7.75,3.49
2001,3,3,7.17,3.16
2001,3,4,18.93,4.86
2001,3,5,21.63,11.57
2001,3,6,11.4,5.54
2001,3,7,7.79,2.51
2001,3,8,11.12,3.19
2001,3,9,13.85,3.31
2001,3,10,15.7,10.11
2001,3,11,12.35,8.93
2001,3,12,10.83,3.05
2001,3,13,7.3,4.05
2001,3,14,9.55,6.75
2001,3,15,9.62,2.59
2001,3,16,9.68,5.47
2001,3,17,8.08,2.63
2001,3,18,8.56,4.48
2001,3,19,8.08,4.97
2001,3,20,8.04,5.12
2001,3,21,9.69,5.01
2001,3,22,12.17,6.58
2001,3,23,12.22,5.83
2001,3,24,9.35,3.6
2001,3,25,7.39,4.32
2001,3,26,8.98,6.78
2001,3,27,8.87,3.58
2001,3,28,9.9,3.83
2001,3,29,10.54,3.5
2001,3,30,12.19,8.63
2001,3,31,11.49,5.23
2001,4,1,12.0,1.93
2001,4,2,12.95,5.28
2001,4,3,10.03,5.38
2001,4,4,12.44,5.28
2001,4,5,12.1,8.1
2001,4,6,13.95,6.33
2001,4,7,14.27,3.41
2001,4,8,6.4,2.08
2001,4,9,14.73,2.77
2001,4,10,9.1,1.01
2001,4,11,10.07,0.6
2001,4,12,9.27,1.35
2001,4,13,7.64,4.37
2001,4,14,7.47,4.98
2001,4,15,8.2,2.98
2001,4,16,8.89,7.88
2001,4,17,12.77,8.97
2001,4,18,13.17,8.32
2001,4,19,11.04,2.16
2001,4,20,7.09,0.24
2001,4,21,12.41,6.33
2001,4,22,6.31,3.4
2001,4,23,6.69,4.22
2001,4,24,8.93,1.2
2001,4,25,11.08,2.83
2001,4,26,16.1,2.71
2001,4,27,12.77,4.65
2001,4,28,10.03,6.72
2001,4,29,9.71,5.01
2001,4,30,10.25,5.38
2001,5,1,8.56,2.87
2001,5,2,6.67,3.61
2001,5,3,12.72,4.72
2001,5,4,12.38,1.68
2001,5,5,5.4,2.57
2001,5,6,7.65,4.42
2001,5,7,6.66,3.33
2001,5,8,7.25,2.65
2001,5,9,16.48,7.05
2001,5,10,16.82,10.08
2001,5,11,10.16,7.05
2001,5,12,9.95,5.64
2001,5,13,12.96,7.64
2001,5,14,10.79,3.3
2001,5,15,10.22,4.37
2001,5,16,10.67,6.34
2001,5,17,10.91,4.45
2001,5,18,12.44,11.12
2001,5,19,13.32,10.87
2001,5,20,13.27,3.63
2001,5,21,12.35,4.36
2001,5,22,7.52,4.6
2001,5,23,5.7,4.29
2001,5,24,5.71,4.08
2001,5,25,12.55,4.33
2001,5,26,10.82,8.37
2001,5,27,18.2,9.27
2001,5,28,18.83,15.24
2001,5,29,22.46,12.65
2001,5,30,11.9,4.29
2001,5,31,5.34,2.12
2001,6,1,3.86,1.43
2001,6,2,10.75,2.34
2001,6,3,15.91,3.56
2001,6,4,7.03,3.14
2001,6,5,6.98,3.9
2001,6,6,8.73,5.03
2001,6,7,12.64,6.05
2001,6,8,10.71,7.15
2001,6,9,14.87,7.59
2001,6,10,8.06,3.98
2001,6,11,11.76,4.75
2001,6,12,11.76,7.92
2001,6,13,13.43,6.04
2001,6,14,11.51,3.93
2001,6,15,8.0,4.3
2001,6,16,7.1,3.18
2001,6,17,5.44,3.06
2001,6,18,6.94,3.78
2001,6,19,8.68,3.17
2001,6,20,9.55,5.27
2001,6,21,9.55,7.0
2001,6,22,6.25,1.18
2001,6,23,7.98,2.15
2001,6,24,10.74,5.37
2001,6,25,12.46,5.6
2001,6,26,14.19,2.76
2001,6,27,12.99,4.92
2001,6,28,10.17,7.16
2001,6,29,13.04,5.04
2001,6,30,6.72,4.4
2001,7,1,8.23,4.52
2001,7,2,12.42,6.91
2001,7,3,12.12,7.75
2001,7,4,8.59,3.56
2001,7,5,6.97,4.12
2001,7,6,7.74,5.21
2001,7,7,9.3,6.29
2001,7,8,6.49,3.5
2001,7,9,5.93,2.15
2001,7,10,8.6,1.96
2001,7,11,13.21,3.9
2001,7,12,11.79,7.07
2001,7,13,11.79,6.19
2001,7,14,13.97,8.43
2001,7,15,15.75,8.91
2001,7,16,19.43,14.78
2001,7,17,15.21,8.81
2001,7,18,10.82,6.59
2001,7,19,9.26,6.73
2001,7,20,10.67,2.83
2001,7,21,9.82,1.8
2001,7,22,10.18,4.29
2001,7,23,8.07,4.75
2001,7,24,8.04,4.84
2001,7,25,8.93,3.63
2001,7,26,7.43,4.1
2001,7,27,8.58,6.18
2001,7,28,14.58,8.4
2001,7,29,21.5,11.91
2001,7,30,10.58,6.01
2001,7,31,8.03,4.12
2001,8,1,8.33,5.05
2001,8,2,10.46,5.56
2001,8,3,10.72,7.13
2001,8,4,9.17,0.23
2001,8,5,5.45,3.28
2001,8,6,9.6,4.51
2001,8,7,11.23,6.56
2001,8,8,17.15,8.1
2001,8,9,14.39,0.56
2001,8,10,7.6,3.31
2001,8,11,8.06,4.48
2001,8,12,8.6,5.03
2001,8,13,7.54,4.36
2001,8,14,8.5,3.43
2001,8,15,8.54,3.88
2001,8,16,8.01,4.46
2001,8,17,7.65,3.08
2001,8,18,5.29,3.02
2001,8,19,9.63,3.7
2001,8,20,8.01,4.48
2001,8,21,17.34,4.43
2001,8,22,19.61,17.74
2001,8,23,29.9,18.98
2001,8,24,30.27,13.91
2001,8,25,13.22,4.17
2001,8,26,5.95,2.74
2001,8,27,17.46,2.49
2001,8,28,21.25,18.06
2001,8,29,17.85,3.48
2001,8,30,6.29,3.2
2001,8,31,8.53,4.13
2001,9,1,10.5,5.88
2001,9,2,6.72,3.49
2001,9,3,13.22,2.07
2001,9,4,13.36,4.84
2001,9,5,11.54,6.81
2001,9,6,11.85,5.49
2001,9,7,8.69,3.79
2001,9,8,11.22,3.23
2001,9,9,19.39,7.34
2001,9,10,10.94,3.01
2001,9,11,11.81,5.26
2001,9,12,9.1,6.06
2001,9,13,7.86,2.73
2001,9,14,6.28,1.97
2001,9,15,5.8,1.46
2001,9,16,4.99,1.26
2001,9,17,7.84,2.65
2001,9,18,7.77,5.09
2001,9,19,12.04,6.17
2001,9,20,10.23,3.77
2001,9,21,7.63,3.27
2001,9,22,7.76,0.53
2001,9,23,7.3,1.85
2001,9,24,7.13,2.55
2001,9,25,7.83,3.81
2001,9,26,6.44,1.62
2001,9,27,23.37,3.52
2001,9,28,22.53,3.25
2001,9,29,13.8,9.17
2001,9,30,9.41,5.25
2001,10,1,13.88,4.57
2001,10,2,18.59,7.58
2001,10,3,10.67,4.85
2001,10,4,7.52,3.77
2001,10,5,8.31,3.25
2001,10,6,8.64,4.13
2001,10,7,8.75,4.47
2001,10,8,8.41,3.92
2001,10,9,9.07,2.36
2001,10,10,14.43,5.61
2001,10,11,14.63,4.1
2001,10,12,6.32,1.2
2001,10,13,14.58,4.76
2001,10,14,14.98,5.97
2001,10,15,6.31,1.72
2001,10,16,10.13,3.4
2001,10,17,9.3,5.07
2001,10,18,9.61,4.27
2001,10,19,13.79,5.48
2001,10,20,24.41,15.15
2001,10,21,16.65,7.17
2001,10,22,12.89,4.71
2001,10,23,16.06,9.05
2001,10,24,15.6,2.63
2001,10,25,11.09,6.68
2001,10,26,10.99,0.86
2001,10,27,6.45,1.37
2001,10,28,8.24,4.35
2001,10,29,9.68,4.12
2001,10,30,13.95,8.36
2001,10,31,13.94,3.43
2001,11,1,10.39,4.68
2001,11,2,11.37,4.15
2001,11,3,13.49,8.22
2001,11,4,13.51,3.32
2001,11,5,18.99,6.05
2001,11,6,20.49,10.78
2001,11,7,10.32,3.7
2001,11,8,7.14,3.08
2001,11,9,7.44,1.66
2001,11,10,8.45,2.18
2001,11,11,8.9,4.4
2001,11,12,6.24,1.91
2001,11,13,5.59,2.73
2001,11,14,18.74,5.93
2001,11,15,26.5,19.11
2001,11,16,26.87,21.25
2001,11,17,22.89,8.15
2001,11,18,17.95,8.51
2001,11,19,18.0,10.43
2001,11,20,12.22,5.07
2001,11,21,10.98,9.22
2001,11,22,10.41,5.3
2001,11,23,9.13,4.9
2001,11,24,9.59,3.33
2001,11,25,7.18,0.45
2001,11,26,14.97,4.7
2001,11,27,15.78,7.91
2001,11,28,22.55,10.08
2001,11,29,18.65,2.34
2001,11,30,6.03,1.75
2001,12,1,8.82,1.28
2001,12,2,5.68,1.36
2001,12,3,15.51,0.38
2001,12,4,28.22,16.33
2001,12,5,16.76,9.05
2001,12,6,9.79,3.0
2001,12,7,9.84,0.8
2001,12,8,16.96,6.94
2001,12,9,17.36,4.19
2001,12,10,5.84,0.53
2001,12,11,9.2,0.17
2001,12,12,13.65,8.14
2001,12,13,17.29,12.66
2001,12,14,13.13,8.78
2001,12,15,11.25,5.18
2001,12,16,6.28,0.19
2001,12,17,17.37,6.87
2001,12,18,10.92,3.05
2001,12,19,11.42,6.77
2001,12,20,9.65,7.16
2001,12,21,11.9,6.68
2001,12,22,19.31,6.87
2001,12,23,18.92,7.2
2001,12,24,7.12,1.05
2001,12,25,5.93,0.36
2001,12,26,9.05,1.29
2001,12,27,9.54,0.38
2001,12,28,14.0,9.0
2001,12,29,10.1,2.08
2001,12,30,11.21,1.44
2001,12,31,10.54,5.72
2002,1,1,9.82,4.08
2002,1,2,10.29,1.99
2002,1,3,8.66,1.24
2002,1,4,8.76,2.27
2002,1,5,8.5,0.79
2002,1,6,7.23,1.69
2002,1,7,6.98,0.41
2002,1,8,7.88,0.39
2002,1,9,8.22,1.68
2002,1,10,7.65,3.42
2002,1,11,8.31,0.63
2002,1,12,11.17,4.02
2002,1,13,8.54,0.31
2002,1,14,8.34,1.97
2002,1,15,10.3,3.2
2002,1,16,6.86,1.03
2002,1,17,8.59,4.97
2002,1,18,8.1,2.07
2002,1,19,9.41,3.51
2002,1,20,10.91,2.02
2002,1,21,7.68,1.74
2002,1,22,12.28,5.49
2002,1,23,13.84,10.68
2002,1,24,12.65,6.92
2002,1,25,13.89,7.74
2002,1,26,9.21,3.92
2002,1,27,7.38,0.27
2002,1,28,7.19,3.0
2002,1,29,9.06,0.73
2002,1,30,7.73,2.5
2002,1,31,12.84,7.48
2002,2,1,9.33,0.65
2002,2,2,7.36,1.44
2002,2,3,12.67,7.68
2002,2,4,9.68,1.54
2002,2,5,8.45,0.59
2002,2,6,8.84,1.05
2002,2,7,19.06,7.46
2002,2,8,18.39,3.52
2002,2,9,11.59,6.7
2002,2,10,11.65,3.67
2002,2,11,9.05,3.58
2002,2,12,10.43,4.1
2002,2,13,15.1,10.22
2002,2,14,11.2,4.13
2002,2,15,10.38,2.61
2002,2,16,9.19,2.24
2002,2,17,10.45,4.53
2002,2,18,12.81,8.9
2002,2,19,14.4,12.52
2002,2,20,13.78,5.22
2002,2,21,7.16,1.83
2002,2,22,7.73,3.48
2002,2,23,9.9,6.91
2002,2,24,8.81,3.22
2002,2,25,11.02,4.22
2002,2,26,12.91,10.22
2002,2,27,11.56,2.12
2002,2,28,8.4,3.35
2002,3,1,8.34,3.87
2002,3,2,10.84,7.02
2002,3,3,10.94,1.88
2002,3,4,10.3,5.44
2002,3,5,8.76,3.06
2002,3,6,8.91,5.08
2002,3,7,8.79,1.43
2002,3,8,9.64,4.83
2002,3,9,9.38,6.33
2002,3,10,7.58,3.89
2002,3,11,7.56,4.05
2002,3,12,17.42,7.19
2002,3,13,16.09,5.07
2002,3,14,10.76,6.56
2002,3,15,11.26,4.41
2002,3,16,12.84,6.63
2002,3,17,15.45,9.72
2002,3,18,20.91,15.64
2002,3,19,19.2,9.73
2002,3,20,13.6,8.85
2002,3,21,13.8,8.47
2002,3,22,15.32,11.33
2002,3,23,15.09,10.32
2002,3,24,10.62,2.77
2002,3,25,6.55,3.86
2002,3,26,16.43,7.0
2002,3,27,16.72,12.69
2002,3,28,13.18,7.07
2002,3,29,8.16,4.17
2002,3,30,9.73,5.3
2002,3,31,9.72,6.94
2002,4,1,10.68,6.69
2002,4,2,9.67,6.45
2002,4,3,10.1,4.01
2002,4,4,8.03,1.53
2002,4,5,10.88,7.83
2002,4,6,8.99,4.35
2002,4,7,9.19,4.53
2002,4,8,11.53,5.45
2002,4,9,12.57,6.29
2002,4,10,8.28,0.1
2002,4,11,8.15,4.73
2002,4,12,7.1,3.15
2002,4,13,6.66,3.15
2002,4,14,7.62,2.66
2002,4,15,9.63,7.54
2002,4,16,9.72,3.78
2002,4,17,9.81,6.96
2002,4,18,6.95,3.16
2002,4,19,8.76,5.08
2002,4,20,12.32,7.01
2002,4,21,25.53,12.83
2002,4,22,22.55,9.22
2002,4,23,11.23,4.85
2002,4,24,5.51,1.34
2002,4,25,8.06,2.45
2002,4,26,7.98,4.71
2002,4,27,9.29,5.82
2002,4,28,7.83,2.16
2002,4,29,7.45,3.56
2002,4,30,10.06,6.0
2002,5,1,8.0,5.76
2002,5,2,8.11,2.49
2002,5,3,13.9,2.0
2002,5,4,20.52,14.77
2002,5,5,20.25,11.61
2002,5,6,15.17,8.29
2002,5,7,15.92,1.83
2002,5,8,8.48,6.3
2002,5,9,6.6,3.74
2002,5,10,8.7,4.74
2002,5,11,12.3,5.81
2002,5,12,16.16,8.48
2002,5,13,13.7,5.33
2002,5,14,9.99,5.01
2002,5,15,5.56,2.81
2002,5,16,7.15,3.2
2002,5,17,15.73,0.77
2002,5,18,16.51,13.0
2002,5,19,12.66,7.95
2002,5,20,12.62,8.41
2002,5,21,8.49,4.46
2002,5,22,11.21,4.81
2002,5,23,9.2,1.86
2002,5,24,14.25,8.14
2002,5,25,12.98,11.09
2002,5,26,24.36,11.34
2002,5,27,15.87,6.7
2002,5,28,12.21,4.83
2002,5,29,8.94,2.14
2002,5,30,6.86,5.16
2002,5,31,9.51,7.16
2002,6,1,12.38,7.35
2002,6,2,15.55,9.23
2002,6,3,9.63,6.16
2002,6,4,7.28,2.96
2002,6,5,15.52,7.39
2002,6,6,14.14,4.84
2002,6,7,8.94,4.44
2002,6,8,9.1,5.01
2002,6,9,8.16,5.14
2002,6,10,10.18,5.78
2002,6,11,10.53,6.99
2002,6,12,8.42,4.28
2002,6,13,7.74,3.41
2002,6,14,13.56,5.77
2002,6,15,21.97,8.22
2002,6,16,7.89,3.13
2002,6,17,9.42,5.89
2002,6,18,15.98,9.62
2002,6,19,15.36,10.63
2002,6,20,15.54,10.14
2002,6,21,15.33,11.78
2002,6,22,17.11,9.57
2002,6,23,9.65,1.01
2002,6,24,12.36,2.23
2002,6,25,14.89,9.61
2002,6,26,10.66,1.1
2002,6,27,7.45,3.32
2002,6,28,4.65,3.37
2002,6,29,14.78,4.71
2002,6,30,15.21,7.4
2002,7,1,10.73,8.23
2002,7,2,8.72,6.11
2002,7,3,10.33,5.64
2002,7,4,10.98,4.31
2002,7,5,9.27,6.5
2002,7,6,9.42,3.43
2002,7,7,8.3,5.47
2002,7,8,8.38,5.52
2002,7,9,7.44,3.44
2002,7,10,8.71,4.1
2002,7,11,8.14,5.91
2002,7,12,11.79,8.28
2002,7,13,9.64,6.7
2002,7,14,8.86,3.74
2002,7,15,12.52,4.7
2002,7,16,20.13,13.56
2002,7,17,15.58,5.1
2002,7,18,7.95,4.12
2002,7,19,9.1,4.81
2002,7,20,8.85,5.16
2002,7,21,7.78,3.99
2002,7,22,16.45,5.4
2002,7,23,16.31,6.26
2002,7,24,8.17,3.64
2002,7,25,20.2,7.32
2002,7,26,20.62,6.62
2002,7,27,11.62,4.23
2002,7,28,16.17,4.7
2002,7,29,21.22,17.55
2002,7,30,16.96,6.11
2002,7,31,18.79,12.44
2002,8,1,13.25,0.91
2002,8,2,8.28,3.87
2002,8,3,19.04,6.55
2002,8,4,19.92,8.87
2002,8,5,7.91,0.98
2002,8,6,10.74,1.77
2002,8,7,11.58,0.54
2002,8,8,9.17,4.36
2002,8,9,8.51,7.18
2002,8,10,11.42,6.82
2002,8,11,18.64,11.63
2002,8,12,15.27,6.78
2002,8,13,10.16,6.46
2002,8,14,13.95,3.21
2002,8,15,14.43,4.8
2002,8,16,8.94,6.09
2002,8,17,8.47,5.14
2002,8,18,6.14,3.8
2002,8,19,4.17,2.47
2002,8,20,5.79,2.99
2002,8,21,7.76,2.27
2002,8,22,9.18,4.16
2002,8,23,6.51,3.62
2002,8,24,6.91,4.48
2002,8,25,7.68,5.13
2002,8,26,12.16,5.85
2002,8,27,8.12,4.02
2002,8,28,11.17,4.57
2002,8,29,5.3,2.07
2002,8,30,11.42,4.81
2002,8,31,11.2,2.0
2002,9,1,6.52,2.68
2002,9,2,15.83,3.78
2002,9,3,17.9,14.68
2002,9,4,15.82,12.77
2002,9,5,22.8,15.2
2002,9,6,16.93,8.36
2002,9,7,7.87,2.4
2002,9,8,10.47,3.72
2002,9,9,9.43,7.22
2002,9,10,13.45,6.02
2002,9,11,8.09,4.13
2002,9,12,10.03,5.97
2002,9,13,10.2,6.37
2002,9,14,9.36,2.94
2002,9,15,8.52,4.08
2002,9,16,14.08,7.31
2002,9,17,13.48,10.51
2002,9,18,16.41,11.85
2002,9,19,11.76,3.44
2002,9,20,9.45,5.28
2002,9,21,17.48,10.73
2002,9,22,18.1,15.2
2002,9,23,21.97,16.92
2002,9,24,20.14,12.34
2002,9,25,13.26,8.71
2002,9,26,10.2,2.67
2002,9,27,9.78,3.84
2002,9,28,12.26,6.11
2002,9,29,18.09,12.89
2002,9,30,12.58,5.16
2002,10,1,8.08,2.29
2002,10,2,10.35,4.4
2002,10,3,9.91,4.84
2002,10,4,10.09,5.09
2002,10,5,24.67,8.43
2002,10,6,25.39,19.89
2002,10,7,20.05,16.06
2002,10,8,17.72,5.44
2002,10,9,8.68,0.89
2002,10,10,8.21,3.92
2002,10,11,9.96,6.52
2002,10,12,9.19,4.4
2002,10,13,8.0,2.28
2002,10,14,7.68,4.29
2002,10,15,8.76,2.95
2002,10,16,8.78,5.82
2002,10,17,10.7,5.15
2002,10,18,10.99,4.45
2002,10,19,16.83,8.75
2002,10,20,23.95,17.09
2002,10,21,19.41,4.24
2002,10,22,10.15,7.1
2002,10,23,12.81,5.56
2002,10,24,8.99,2.79
2002,10,25,9.23,4.02
2002,10,26,8.74,4.43
2002,10,27,11.38,8.76
2002,10,28,11.98,6.94
2002,10,29,10.57,4.39
2002,10,30,13.24,5.13
2002,10,31,15.05,10.45
2002,11,1,13.15,7.63
2002,11,2,10.88,6.46
2002,11,3,8.54,3.86
2002,11,4,7.87,3.8
2002,11,5,8.72,2.38
2002,11,6,10.15,4.12
2002,11,7,9.71,6.66
2002,11,8,9.21,5.64
2002,11,9,8.31,5.18
2002,11,10,7.02,4.5
2002,11,11,9.68,7.66
2002,11,12,10.1,4.65
2002,11,13,11.42,4.66
2002,11,14,12.13,10.15
2002,11,15,12.93,6.48
2002,11,16,9.88,2.8
2002,11,17,6.75,1.07
2002,11,18,10.23,6.55
2002,11,19,9.73,6.58
2002,11,20,9.85,1.86
2002,11,21,17.32,3.99
2002,11,22,18.35,1.37
2002,11,23,5.94,0.65
2002,11,24,10.06,0.91
2002,11,25,5.32,0.96
2002,11,26,5.3,1.58
2002,11,27,5.8,1.55
2002,11,28,6.48,0.7
2002,11,29,10.52,5.38
2002,11,30,13.15,11.13
2002,12,1,12.71,1.06
2002,12,2,6.0,1.89
2002,12,3,4.71,0.7
2002,12,4,5.33,0.03
2002,12,5,12.72,5.34
2002,12,6,17.62,12.96
2002,12,7,17.72,4.83
2002,12,8,6.99,2.23
2002,12,9,16.18,8.04
2002,12,10,16.08,6.34
2002,12,11,6.37,2.06
2002,12,12,11.41,5.7
2002,12,13,12.04,4.63
2002,12,14,6.8,0.54
2002,12,15,6.65,1.22
2002,12,16,5.4,0.37
2002,12,17,7.78,0.69
2002,12,18,9.39,2.04
2002,12,19,15.18,8.06
2002,12,20,18.05,13.65
2002,12,21,18.75,15.74
2002,12,22,16.07,11.66
2002,12,23,11.55,3.75
2002,12,24,7.81,0.02
2002,12,25,3.97,0.16
2002,12,26,4.5,0.53
2002,12,27,5.88,0.04
2002,12,28,8.74,4.42
2002,12,29,7.45,0.1
2002,12,30,5.25,1.24
2002,12,31,7.27,3.11
2003,1,1,7.4,5.32
2003,1,2,9.33,6.3
2003,1,3,10.8,7.33
2003,1,4,8.91,1.96
2003,1,5,5.45,2.3
2003,1,6,5.9,2.01
2003,1,7,7.76,1.87
2003,1,8,6.1,0.84
2003,1,9,6.86,2.48
2003,1,10,5.04,3.46
2003,1,11,12.35,5.45
2003,1,12,13.71,8.87
2003,1,13,11.74,3.4
2003,1,14,9.08,3.15
2003,1,15,9.18,5.14
2003,1,16,7.28,1.72
2003,1,17,12.1,4.83
2003,1,18,14.07,11.03
2003,1,19,11.02,1.42
2003,1,20,6.41,0.76
2003,1,21,15.11,0.64
2003,1,22,16.21,13.38
2003,1,23,14.29,9.73
2003,1,24,12.95,8.49
2003,1,25,10.05,1.0
2003,1,26,8.32,0.68
2003,1,27,19.31,6.7
2003,1,28,21.98,16.32
2003,1,29,15.77,1.77
2003,1,30,2.72,0.47
2003,1,31,9.34,0.47
2003,2,1,11.34,1.38
2003,2,2,11.88,4.17
2003,2,3,14.56,11.71
2003,2,4,12.23,5.76
2003,2,5,8.16,1.15
2003,2,6,5.52,2.73
2003,2,7,8.73,5.0
2003,2,8,12.25,9.54
2003,2,9,11.42,5.1
2003,2,10,6.32,0.79
2003,2,11,6.45,2.09
2003,2,12,7.12,3.27
2003,2,13,8.35,3.85
2003,2,14,9.95,3.89
2003,2,15,9.39,2.69
2003,2,16,9.67,3.55
2003,2,17,9.92,1.62
2003,2,18,9.16,5.76
2003,2,19,8.74,4.0
2003,2,20,8.1,2.09
2003,2,21,10.23,8.13
2003,2,22,9.68,1.33
2003,2,23,5.95,3.33
2003,2,24,7.51,1.99
2003,2,25,10.15,5.34
2003,2,26,13.1,9.34
2003,2,27,14.1,9.31
2003,2,28,18.84,14.15
2003,3,1,19.25,6.74
2003,3,2,11.79,6.72
2003,3,3,10.93,6.01
2003,3,4,8.28,2.46
2003,3,5,8.29,4.45
2003,3,6,6.93,1.66
2003,3,7,7.79,2.79
2003,3,8,11.25,7.39
2003,3,9,11.84,7.68
2003,3,10,11.01,8.69
2003,3,11,11.26,6.36
2003,3,12,9.0,3.67
2003,3,13,8.44,3.05
2003,3,14,9.48,5.05
2003,3,15,17.65,9.72
2003,3,16,28.14,16.78
2003,3,17,28.29,11.66
2003,3,18,13.24,6.28
2003,3,19,9.15,4.86
2003,3,20,9.32,6.72
2003,3,21,7.86,3.2
2003,3,22,11.47,5.18
2003,3,23,8.57,6.16
2003,3,24,8.68,4.19
2003,3,25,8.6,4.63
2003,3,26,7.46,2.85
2003,3,27,13.68,7.78
2003,3,28,12.83,8.64
2003,3,29,10.32,2.52
2003,3,30,12.12,2.41
2003,3,31,12.69,4.94
2003,4,1,10.11,7.07
2003,4,2,9.8,7.44
2003,4,3,10.1,7.62
2003,4,4,16.21,10.34
2003,4,5,16.48,7.01
2003,4,6,9.71,4.92
2003,4,7,8.71,5.81
2003,4,8,8.48,4.17
2003,4,9,8.79,7.32
2003,4,10,8.66,5.68
2003,4,11,8.69,5.68
2003,4,12,17.01,4.02
2003,4,13,27.0,16.93
2003,4,14,21.2,2.17
2003,4,15,6.01,4.29
2003,4,16,12.68,5.31
2003,4,17,12.5,7.64
2003,4,18,11.28,8.41
2003,4,19,9.04,4.91
2003,4,20,14.46,5.19
2003,4,21,12.39,3.1
2003,4,22,11.32,6.42
2003,4,23,9.06,5.1
2003,4,24,9.21,4.24
2003,4,25,9.02,4.42
2003,4,26,10.38,6.51
2003,4,27,11.85,8.11
2003,4,28,9.54,5.02
2003,4,29,9.1,4.71
2003,4,30,6.86,3.18
2003,5,1,7.94,2.36
2003,5,2,9.81,6.08
2003,5,3,16.34,7.92
2003,5,4,12.49,4.02
2003,5,5,12.61,7.3
2003,5,6,13.54,11.33
2003,5,7,16.1,11.5
2003,5,8,13.95,3.94
2003,5,9,8.85,3.58
2003,5,10,10.16,5.48
2003,5,11,8.13,3.36
2003,5,12,17.81,7.88
2003,5,13,20.48,9.68
2003,5,14,9.5,0.36
2003,5,15,8.73,5.46
2003,5,16,12.76,6.28
2003,5,17,12.22,5.58
2003,5,18,12.35,7.33
2003,5,19,10.78,7.11
2003,5,20,9.85,4.91
2003,5,21,10.26,6.32
2003,5,22,10.63,6.49
2003,5,23,10.58,7.5
2003,5,24,9.99,3.56
2003,5,25,10.79,6.69
2003,5,26,9.26,3.62
2003,5,27,8.27,5.14
2003,5,28,9.1,3.95
2003,5,29,14.51,0.64
2003,5,30,14.57,5.14
2003,5,31,18.28,12.52
2003,6,1,15.22,9.93
2003,6,2,13.88,9.69
2003,6,3,9.32,3.89
2003,6,4,8.15,5.35
2003,6,5,10.11,6.2
2003,6,6,8.88,4.76
2003,6,7,10.09,4.81
2003,6,8,10.66,5.51
2003,6,9,19.03,11.08
2003,6,10,15.85,4.75
2003,6,11,15.8,7.91
2003,6,12,15.74,8.86
2003,6,13,8.98,6.76
2003,6,14,10.45,6.79
2003,6,15,8.72,5.6
2003,6,16,18.19,6.47
2003,6,17,22.07,17.35
2003,6,18,21.58,17.14
2003,6,19,22.83,7.89
2003,6,20,8.85,5.48
2003,6,21,10.47,4.43
2003,6,22,10.54,7.23
2003,6,23,12.78,7.73
2003,6,24,31.74,12.4
2003,6,25,24.09,2.05
2003,6,26,14.85,6.85
2003,6,27,14.7,7.43
2003,6,28,10.36,6.66
2003,6,29,8.88,4.1
2003,6,30,7.74,4.33
2003,7,1,10.25,6.55
2003,7,2,10.1,5.63
2003,7,3,11.74,6.1
2003,7,4,11.83,4.93
2003,7,5,28.14,7.65
2003,7,6,28.36,22.13
2003,7,7,20.77,5.68
2003,7,8,11.41,6.94
2003,7,9,8.03,4.1
2003,7,10,9.48,1.95
2003,7,11,14.97,2.62
2003,7,12,14.21,5.74
2003,7,13,16.73,7.8
2003,7,14,7.82,4.99
2003,7,15,7.33,4.65
2003,7,16,6.57,3.82
2003,7,17,7.92,5.1
2003,7,18,11.23,6.56
2003,7,19,11.76,6.16
2003,7,20,12.08,6.78
2003,7,21,19.44,11.05
2003,7,22,16.81,2.46
2003,7,23,9.63,2.27
2003,7,24,20.6,10.1
2003,7,25,20.77,8.26
2003,7,26,7.52,2.48
2003,7,27,5.62,3.25
